element_id,Stress
1, 384.5079
1, 381.70416
1, 395.65717
1, 405.9434
1, 391.27396
1, 387.65768
1, 408.3962
1, 409.28064
2, 329.67892
2, 330.5133
2, 358.35223
2, 354.56296
2, 317.99994
2, 315.63284
2, 363.49072
2, 358.5287
3, 443.5609
3, 382.41537
3, 519.1068
3, 481.98727
3, 427.19296
3, 389.98007
3, 529.2951
3, 491.962
4, 353.49652
4, 329.59674
4, 415.01227
4, 377.64536
4, 339.6145
4, 318.3167
4, 383.85626
4, 357.79086
5, 405.58475
5, 437.52692
5, 401.35416
5, 457.27768
5, 406.3408
5, 433.76263
5, 393.78082
5, 451.9987
6, 508.79306
6, 513.9196
6, 476.69693
6, 494.67963
6, 484.37634
6, 490.45526
6, 459.54523
6, 482.20743
7, 524.5051
7, 526.71436
7, 563.8498
7, 541.1746
7, 479.59995
7, 462.99817
7, 523.3529
7, 520.9664
8, 440.59357
8, 446.62448
8, 520.0785
8, 495.41663
8, 493.03064
8, 522.1191
8, 539.7023
8, 554.05383
9, 521.54346
9, 479.75473
9, 519.0942
9, 519.7187
9, 526.44794
9, 493.56335
9, 530.6834
9, 518.6795
10, 500.39117
10, 541.2371
10, 522.93024
10, 538.3124
10, 547.9335
10, 596.14594
10, 554.0456
10, 600.2678
11, 365.85168
11, 376.39038
11, 361.7147
11, 384.1526
11, 375.52887
11, 393.11337
11, 375.03122
11, 375.79282
12, 407.69193
12, 407.5066
12, 406.05197
12, 403.9052
12, 410.38394
12, 401.3177
12, 379.43948
12, 374.64725
13, 311.76077
13, 300.23007
13, 323.51297
13, 302.0671
13, 292.1493
13, 292.16675
13, 325.65698
13, 310.7363
14, 409.0477
14, 432.65314
14, 426.34863
14, 436.8429
14, 415.99976
14, 429.3661
14, 411.84357
14, 432.91403
15, 412.00095
15, 403.6843
15, 446.82266
15, 441.92108
15, 400.491
15, 399.50922
15, 436.71106
15, 423.24945
16, 359.18707
16, 358.1448
16, 416.91388
16, 435.17444
16, 349.33047
16, 362.28613
16, 414.24005
16, 437.00668
17, 469.31253
17, 458.33615
17, 538.4524
17, 547.83826
17, 453.8472
17, 437.2892
17, 517.19
17, 547.14014
18, 542.8232
18, 545.05756
18, 561.76184
18, 551.1964
18, 525.6695
18, 494.28702
18, 547.6513
18, 517.76294
19, 535.7386
19, 508.53406
19, 552.07733
19, 536.93304
19, 547.8269
19, 504.83597
19, 541.35913
19, 510.4769
20, 497.6284
20, 472.68353
20, 494.05005
20, 465.47092
20, 494.5422
20, 477.94565
20, 489.43457
20, 468.62042
21, 438.20795
21, 547.54034
21, 572.20874
21, 651.53986
21, 512.385
21, 599.12964
21, 548.60535
21, 661.64325
22, 397.28195
22, 396.18698
22, 398.3725
22, 366.35132
22, 398.9111
22, 388.2224
22, 393.45276
22, 370.49063
23, 410.80115
23, 395.07394
23, 398.62524
23, 378.74026
23, 422.1476
23, 406.26785
23, 393.27502
23, 383.8335
24, 383.23334
24, 351.34094
24, 356.81027
24, 335.15982
24, 402.29843
24, 393.91367
24, 371.67682
24, 353.88654
25, 475.67685
25, 493.98248
25, 440.64563
25, 463.546
25, 466.87485
25, 473.6106
25, 434.48413
25, 443.18
26, 462.0551
26, 456.3793
26, 410.65973
26, 400.66095
26, 437.77545
26, 416.19193
26, 430.72366
26, 434.66504
27, 375.15308
27, 343.15054
27, 385.43356
27, 344.75775
27, 342.79144
27, 315.65747
27, 345.51617
27, 317.94327
28, 447.20422
28, 461.6546
28, 472.7346
28, 472.12784
28, 430.15515
28, 466.3217
28, 471.03735
28, 482.10352
29, 566.753
29, 542.2201
29, 608.23224
29, 590.3281
29, 535.97394
29, 516.6612
29, 566.14276
29, 559.24176
30, 525.43036
30, 525.55835
30, 558.7531
30, 585.4781
30, 533.55554
30, 511.28253
30, 596.6522
30, 556.24994
31, 521.05994
31, 480.1575
31, 420.3968
31, 376.78787
31, 453.4565
31, 443.96127
31, 414.40814
31, 410.85703
32, 479.58902
32, 509.1803
32, 441.20013
32, 490.50912
32, 494.1418
32, 509.86868
32, 472.49454
32, 499.3997
33, 447.08316
33, 440.829
33, 463.0341
33, 441.24805
33, 485.39178
33, 471.94952
33, 481.12872
33, 464.5754
34, 461.6988
34, 452.30966
34, 461.49927
34, 446.63687
34, 457.7894
34, 453.32196
34, 458.85706
34, 449.6803
35, 423.03772
35, 437.7163
35, 426.8246
35, 439.8281
35, 431.75906
35, 436.28738
35, 426.67267
35, 436.9968
36, 460.36035
36, 448.295
36, 457.20197
36, 449.62027
36, 440.60626
36, 436.4173
36, 444.6715
36, 443.13788
37, 452.47784
37, 469.59042
37, 474.8326
37, 494.24857
37, 469.0735
37, 455.27347
37, 487.83777
37, 482.25143
38, 341.68716
38, 367.36618
38, 325.5211
38, 330.78098
38, 323.25305
38, 359.32266
38, 346.45792
38, 358.1655
39, 333.8211
39, 345.8905
39, 314.82047
39, 329.53995
39, 337.25186
39, 339.4791
39, 323.36127
39, 331.4
40, 509.05786
40, 513.7371
40, 506.2214
40, 513.64954
40, 492.9357
40, 510.28476
40, 494.55728
40, 508.0292
41, 566.4313
41, 567.7006
41, 565.07086
41, 556.7845
41, 578.7903
41, 575.51685
41, 570.8714
41, 565.86975
42, 506.47455
42, 517.5578
42, 517.9074
42, 525.3418
42, 514.32117
42, 512.1019
42, 516.8322
42, 515.98627
43, 453.71457
43, 424.32367
43, 451.11697
43, 442.08353
43, 426.5673
43, 419.17496
43, 437.51703
43, 437.99124
44, 471.19168
44, 474.59998
44, 463.14087
44, 459.28503
44, 439.7245
44, 469.65146
44, 456.8805
44, 437.9143
45, 505.65903
45, 503.37106
45, 505.57718
45, 503.26248
45, 496.25473
45, 508.5301
45, 498.20065
45, 510.8203
46, 490.48636
46, 488.68286
46, 473.17862
46, 487.9978
46, 503.16537
46, 501.6857
46, 471.80893
46, 490.82294
47, 481.83197
47, 479.83652
47, 482.83453
47, 472.38538
47, 486.94955
47, 487.2834
47, 492.21735
47, 485.1704
48, 485.67065
48, 450.59274
48, 487.28738
48, 446.65738
48, 500.84323
48, 478.93845
