element_id,Strain
1, 0.005120983
1, 0.0049435063
1, 0.004995404
1, 0.0046734815
1, 0.005283037
1, 0.0047835414
1, 0.0050806007
1, 0.004436787
2, 0.0049575106
2, 0.005343867
2, 0.0043502245
2, 0.0046899454
2, 0.004545951
2, 0.004966604
2, 0.0038617514
2, 0.0042357063
3, 0.0049431385
3, 0.0046481136
3, 0.004389527
3, 0.004353515
3, 0.0047115358
3, 0.0044868793
3, 0.0042598406
3, 0.0042941323
4, 0.0046583614
4, 0.0049177185
4, 0.0045311437
4, 0.0046970416
4, 0.004690241
4, 0.0049877884
4, 0.004515148
4, 0.004719211
5, 0.005051419
5, 0.0051042647
5, 0.0048716906
5, 0.0049522156
5, 0.0051511205
5, 0.0053690434
5, 0.0050264075
5, 0.0052720243
6, 0.005172691
6, 0.0055651516
6, 0.004822442
6, 0.005144529
6, 0.005519065
6, 0.0058769765
6, 0.0052101165
6, 0.0054976563
7, 0.005778449
7, 0.005962584
7, 0.0053463145
7, 0.0055269306
7, 0.0059387675
7, 0.0056454325
7, 0.005422273
7, 0.0051256036
8, 0.0061010523
8, 0.006131354
8, 0.0057502077
8, 0.005888385
8, 0.0055067013
8, 0.0059103584
8, 0.0052862815
8, 0.005797773
9, 0.006075634
9, 0.005620169
9, 0.005520232
9, 0.004977342
9, 0.005841325
9, 0.0053195143
9, 0.005441167
9, 0.0048318985
10, 0.0049810368
10, 0.0049603092
10, 0.005062032
10, 0.005389634
10, 0.0053412584
10, 0.005386932
10, 0.0049799248
10, 0.005374077
11, 0.0055821585
11, 0.0052241855
11, 0.005438484
11, 0.0047849524
11, 0.005573449
11, 0.0053681983
11, 0.0056739296
11, 0.0051727747
12, 0.0047590774
12, 0.0046477965
12, 0.0046843607
12, 0.00464407
12, 0.004254664
12, 0.0041771005
12, 0.004196213
12, 0.0041895877
13, 0.004162733
13, 0.003462773
13, 0.004386024
13, 0.0032681276
13, 0.0037124648
13, 0.0032733958
13, 0.0041153072
13, 0.0032583787
14, 0.003069901
14, 0.00395062
14, 0.0028600655
14, 0.0038741988
14, 0.003157375
14, 0.0037867904
14, 0.00291358
14, 0.0036764035
15, 0.0042269034
15, 0.0037268915
15, 0.0039289836
15, 0.0033453493
15, 0.004014192
15, 0.0037479654
15, 0.0037053067
15, 0.0033554102
16, 0.0036503007
16, 0.0039114715
16, 0.0031610653
16, 0.003385561
16, 0.0038842366
16, 0.00421206
16, 0.0034039263
16, 0.0036950365
17, 0.0036273468
17, 0.0033594423
17, 0.003283297
17, 0.0029358927
17, 0.0039735
17, 0.0038053498
17, 0.0035547158
17, 0.0033070098
18, 0.0030076301
18, 0.0030003036
18, 0.0025542572
18, 0.0027900003
18, 0.0034221942
18, 0.0034210435
18, 0.0030722208
18, 0.003314312
19, 0.0036098429
19, 0.004791961
19, 0.003399657
19, 0.00442511
19, 0.0037846947
19, 0.0043420214
19, 0.0034798193
19, 0.003880592
20, 0.005216157
20, 0.004797199
20, 0.0051971558
20, 0.0048980275
20, 0.0045725806
20, 0.0045067687
20, 0.004450598
20, 0.0045045684
21, 0.0049548238
21, 0.0054774596
21, 0.0045841746
21, 0.005060576
21, 0.0046270676
21, 0.0049003516
21, 0.004371055
21, 0.0045982846
22, 0.0051946393
22, 0.0043540825
22, 0.005072097
22, 0.0044839093
22, 0.004894592
22, 0.004125101
22, 0.0046675475
22, 0.0041505895
23, 0.004385951
23, 0.0038323235
23, 0.00412776
23, 0.0034771028
23, 0.003935643
23, 0.0036004144
23, 0.003707925
23, 0.0032756336
24, 0.0037308834
24, 0.0031419122
24, 0.0029943537
24, 0.0026613628
24, 0.00372169
24, 0.0031747008
24, 0.0029925993
24, 0.0027015922
25, 0.002638418
25, 0.0028389527
25, 0.0025036316
25, 0.0024432272
25, 0.002626037
25, 0.0027313302
25, 0.0024771122
25, 0.0023214894
26, 0.0024705667
26, 0.0021626898
26, 0.0022342927
26, 0.002205709
26, 0.0023244675
26, 0.0021101283
26, 0.0020021205
26, 0.002067004
27, 0.0021119753
27, 0.0022511946
27, 0.0020791458
27, 0.0020971696
27, 0.0022236265
27, 0.0023167692
27, 0.0021500974
27, 0.0021220152
28, 0.0024549658
28, 0.0024277873
28, 0.0021240027
28, 0.0021387695
28, 0.002387863
28, 0.0023685968
28, 0.0020458456
28, 0.00206852
29, 0.0021286993
29, 0.002205278
29, 0.0021003538
29, 0.0019725093
29, 0.0023997945
29, 0.003017153
29, 0.0022409647
29, 0.0026536477
30, 0.002214778
30, 0.0022517638
30, 0.0016254298
30, 0.0017041285
30, 0.002977546
30, 0.002703408
30, 0.0026869052
30, 0.0024545812
31, 0.002599196
31, 0.0028289119
31, 0.0020238883
31, 0.002231872
31, 0.0028020963
31, 0.003123895
31, 0.0023543413
31, 0.0026543937
