element_id,Stress
1, 210.2468
1, 211.55507
1, 219.84616
1, 214.37141
1, 203.6185
1, 209.5843
1, 217.2898
1, 216.27888
2, 164.94106
2, 170.6591
2, 180.82848
2, 177.99023
2, 160.22925
2, 165.60648
2, 188.48303
2, 183.4105
3, 223.60727
3, 201.56096
3, 288.00043
3, 268.66483
3, 212.96036
3, 189.86728
3, 268.9064
3, 258.01147
4, 164.02959
4, 156.05574
4, 197.29013
4, 181.23094
4, 160.58151
4, 158.2523
4, 182.60631
4, 172.21501
5, 203.99593
5, 217.09955
5, 194.1695
5, 220.868
5, 203.40239
5, 217.75471
5, 192.92746
5, 222.07906
6, 259.16464
6, 261.5568
6, 246.49547
6, 254.23077
6, 252.61728
6, 254.44719
6, 242.44693
6, 249.00986
7, 255.95522
7, 254.43173
7, 279.3339
7, 283.1243
7, 239.10783
7, 232.83017
7, 265.97806
7, 267.10522
8, 221.39032
8, 225.8184
8, 275.1315
8, 273.99075
8, 262.46967
8, 281.32382
8, 302.04562
8, 303.2532
9, 227.00266
9, 219.91675
9, 226.00554
9, 222.7815
9, 228.667
9, 221.6363
9, 228.13332
9, 226.23941
10, 268.02466
10, 286.19617
10, 277.61755
10, 285.9981
10, 290.51236
10, 294.82623
10, 289.8729
10, 294.18842
11, 166.43332
11, 189.44994
11, 174.3638
11, 193.09753
11, 172.63957
11, 189.25645
11, 174.09271
11, 184.4784
12, 225.83443
12, 225.95326
12, 219.76479
12, 222.81476
12, 220.3527
12, 218.03142
12, 211.44142
12, 210.774
13, 154.25363
13, 148.30884
13, 154.71794
13, 147.01201
13, 140.90004
13, 144.77132
13, 156.49057
13, 152.29086
14, 211.15112
14, 214.86928
14, 212.38574
14, 215.3103
14, 209.9054
14, 214.46567
14, 210.23076
14, 214.13132
15, 222.51123
15, 213.9597
15, 241.92978
15, 238.31517
15, 205.24567
15, 202.15938
15, 236.07028
15, 221.12926
16, 171.35326
16, 174.84758
16, 208.51967
16, 218.07245
16, 157.62329
16, 168.23135
16, 193.95088
16, 211.58955
17, 234.923
17, 231.1189
17, 296.7704
17, 298.74692
17, 221.29382
17, 228.6431
17, 275.18723
17, 282.82062
18, 271.65997
18, 277.4685
18, 296.14597
18, 292.8448
18, 263.3342
18, 265.9148
18, 280.82382
18, 280.36575
19, 286.6858
19, 279.3487
19, 305.7008
19, 299.67648
19, 299.58743
19, 279.4717
19, 299.45374
19, 284.20947
20, 223.11032
20, 217.29462
20, 220.61087
20, 213.47772
20, 222.85773
20, 218.23833
20, 219.8414
20, 213.68295
21, 213.2142
21, 249.92442
21, 295.49765
21, 307.06628
21, 237.69237
21, 285.76712
21, 259.97205
21, 307.98413
22, 187.26285
22, 194.85019
22, 190.84288
22, 184.22313
22, 178.36057
22, 185.56395
22, 191.1888
22, 180.81927
23, 209.47826
23, 220.30397
23, 208.13205
23, 212.02261
23, 223.78297
23, 229.65279
23, 214.4333
23, 218.92627
24, 185.68788
24, 167.31311
24, 161.93996
24, 152.32785
24, 194.35634
24, 189.1269
24, 177.45209
24, 173.15953
25, 257.51706
25, 261.80896
25, 239.72447
25, 247.32404
25, 250.89902
25, 243.71613
25, 245.79987
25, 246.06737
26, 227.96288
26, 228.99506
26, 206.13745
26, 221.37524
26, 223.68207
26, 203.42703
26, 226.02203
26, 217.2116
27, 188.50938
27, 172.41376
27, 197.98836
27, 177.67073
27, 162.10982
27, 151.17242
27, 170.2169
27, 152.93837
28, 216.47858
28, 229.42699
28, 228.43417
28, 230.84836
28, 206.60735
28, 229.90472
28, 223.37148
28, 231.3066
29, 314.761
