element_id,Strain
1, 0.002364683
1, 0.0022940708
1, 0.0023651442
1, 0.0023010701
1, 0.0023746672
1, 0.0023234
1, 0.0023846678
1, 0.002339939
2, 0.0020500352
2, 0.0018032365
2, 0.0020862506
2, 0.0018116622
2, 0.0020720132
2, 0.0018007747
2, 0.0020946392
2, 0.001795614
3, 0.0016211177
3, 0.0016464039
3, 0.0016307194
3, 0.0016699914
3, 0.001607698
3, 0.001670894
3, 0.0016336425
3, 0.0017108266
4, 0.001604992
4, 0.0015681126
4, 0.0016286253
4, 0.0016148345
4, 0.0016609028
4, 0.0016383207
4, 0.0016680418
4, 0.001668549
5, 0.0017039117
5, 0.0018728814
5, 0.0016467882
5, 0.0017933918
5, 0.0017576625
5, 0.0019231738
5, 0.001695438
5, 0.0018385828
6, 0.0019908843
6, 0.0019267576
6, 0.0019016563
6, 0.0018339995
6, 0.0020276103
6, 0.0019500984
6, 0.0019459573
6, 0.0018649152
7, 0.0018805501
7, 0.0018924688
7, 0.0018129962
7, 0.0018038565
7, 0.0018709877
7, 0.0018714656
7, 0.0018159953
7, 0.0017954182
8, 0.0019239843
8, 0.0020851365
8, 0.0018203398
8, 0.0019680527
8, 0.0020343792
8, 0.0022506018
8, 0.0019238349
8, 0.002126609
9, 0.0023562196
9, 0.0023489024
9, 0.0022303697
9, 0.0022997968
9, 0.0024109439
9, 0.002230654
9, 0.002290534
9, 0.002186997
10, 0.0024105532
10, 0.0025172795
10, 0.0023243022
10, 0.0023925612
10, 0.0022221713
10, 0.0024721923
10, 0.0021691064
10, 0.002380672
11, 0.0023971712
11, 0.0023490263
11, 0.0024049678
11, 0.0023630308
11, 0.0024846313
11, 0.0023922056
11, 0.002449759
11, 0.0023635533
12, 0.0021915857
12, 0.0021478976
12, 0.0020719988
12, 0.0020119566
12, 0.0021578015
12, 0.0021131623
12, 0.0020276478
12, 0.0019666548
13, 0.0019079311
13, 0.0016495936
13, 0.0018212448
13, 0.0015985538
13, 0.0018510546
13, 0.0015781274
13, 0.0018101273
13, 0.0015728377
14, 0.0015413779
14, 0.0016524383
14, 0.0015544744
14, 0.0016387115
14, 0.0014932723
14, 0.0016887164
14, 0.0014779532
14, 0.0016465698
15, 0.001722875
15, 0.0017814203
15, 0.0017150581
