element_id,el_vol
1, 2.03183407876395e-08
2, 2.03093488693185e-08
3, 2.0314187665349e-08
4, 2.03059133951911e-08
5, 2.03169694401595e-08
6, 2.03280841049036e-08
7, 2.03324059810939e-08
8, 2.03356300687574e-08
9, 2.03054622005538e-08
10, 2.03320773550786e-08
11, 2.03104395524178e-08
12, 2.03234211682002e-08
13, 2.03004297816278e-08
14, 2.03215471117346e-08
15, 2.03254071351466e-08
16, 2.03212504601424e-08
17, 2.03372927387591e-08
18, 2.03393533126928e-08
19, 2.03351095962034e-08
20, 2.02886134559321e-08
21, 2.03244763241628e-08
22, 2.03236165674525e-08
23, 2.03057890502123e-08
24, 2.02905638957418e-08
25, 2.03234709061917e-08
26, 2.03262420228612e-08
27, 2.03157384248698e-08
28, 2.03109671303991e-08
29, 2.03413570432076e-08
30, 2.03371079976478e-08
31, 2.03251779851144e-08
32, 2.03109937757517e-08
33, 2.03128980302836e-08
34, 2.03484766814199e-08
35, 2.03337719995034e-08
36, 2.03454426639382e-08
37, 2.03208383453557e-08
38, 2.03147774158197e-08
39, 2.03214938210294e-08
40, 2.03521857145006e-08
41, 2.03589802794113e-08
42, 2.03508889740078e-08
43, 2.03483683236527e-08
44, 2.03533261355915e-08
45, 2.03271870446997e-08
46, 2.0331187400302e-08
47, 2.03248493590991e-08
48, 2.0328135619252e-08
49, 2.03306100843292e-08
50, 2.03292316314219e-08
51, 2.03310186464023e-08
52, 2.03495975625856e-08
53, 2.03341485871533e-08
54, 2.03228669448663e-08
55, 2.03199306270108e-08
56, 2.03331378401117e-08
57, 2.03270484888662e-08
58, 2.03259791220489e-08
59, 2.03312495727914e-08
60, 2.03432168888185e-08
61, 2.03428367484548e-08
62, 2.03329229009341e-08
63, 2.03436592016715e-08
64, 2.0341120787748e-08
65, 2.03343688554014e-08
66, 2.03294518996699e-08
67, 2.03233376794287e-08
68, 2.0321664351286e-08
69, 2.03267163101373e-08
70, 2.03330525749834e-08
71, 2.03364098894099e-08
72, 2.03377705787489e-08
73, 2.03356407268984e-08
74, 2.03425436495763e-08
75, 2.03470058579569e-08
76, 2.03462313663749e-08
77, 2.03287395805773e-08
78, 2.03279704180659e-08
79, 2.03209964411144e-08
80, 2.03193959436021e-08
81, 2.03209271631977e-08
82, 2.03312460200777e-08
83, 2.03291392608662e-08
84, 2.0323456695337e-08
85, 2.03383354602238e-08
86, 2.03463184078601e-08
87, 2.03508694340826e-08
88, 2.03327967795985e-08
89, 2.03278833765808e-08
90, 2.03151913069632e-08
91, 2.03242063179232e-08
92, 2.03254764130634e-08
93, 2.03450163382968e-08
94, 2.03406216314761e-08
95, 2.03343137883394e-08
96, 2.03392875874897e-08
97, 2.03410177590513e-08
98, 2.03338732518432e-08
99, 2.03314911573216e-08
100, 2.02992254116907e-08
101, 2.03131040876769e-08
102, 2.03396517406418e-08
103, 2.03214067795443e-08
104, 2.03390868591669e-08
105, 2.03380619012705e-08
106, 2.03554062494504e-08
107, 2.0340689133036e-08
108, 2.03065937398605e-08
109, 2.03089722816685e-08
110, 2.03046219837688e-08
111, 2.03225987149835e-08
