element_id,el_vol
1, 2.02562588924593e-08
2, 2.0253818178162e-08
3, 2.02560173079291e-08
4, 2.02476666544271e-08
5, 2.02512815405953e-08
6, 2.0240268128191e-08
7, 2.02512886460227e-08
8, 2.02548271488467e-08
9, 2.02602912224847e-08
10, 2.02416643446668e-08
11, 2.0254061539049e-08
12, 2.02489722767041e-08
13, 2.02479562005919e-08
14, 2.02469507826208e-08
15, 2.02479135680278e-08
16, 2.02372554269914e-08
17, 2.02337258059515e-08
18, 2.02382466341078e-08
19, 2.02541983185256e-08
20, 2.02493950496319e-08
21, 2.024090939301e-08
22, 2.02388612535742e-08
23, 2.02609324873038e-08
24, 2.02574295116165e-08
25, 2.02515977321127e-08
26, 2.02457233200448e-08
27, 2.0256461397139e-08
28, 2.02562393525341e-08
29, 2.02464427445648e-08
30, 2.02466363674603e-08
31, 2.02477146160618e-08
32, 2.02436005736217e-08
33, 2.02563104068076e-08
34, 2.0227725272548e-08
35, 2.02371204238716e-08
36, 2.0244991461027e-08
37, 2.02468832810609e-08
38, 2.02503684931798e-08
39, 2.02374845770237e-08
40, 2.0233953179627e-08
41, 2.02308676477969e-08
42, 2.02240304503221e-08
43, 2.02233465529389e-08
44, 2.02139585070427e-08
45, 2.0256372579297e-08
46, 2.02588790187974e-08
47, 2.02499386148247e-08
48, 2.02450696207279e-08
49, 2.02364311974179e-08
50, 2.02421830408639e-08
51, 2.02365608714672e-08
52, 2.02361682966057e-08
53, 2.02432044460465e-08
54, 2.02526582171458e-08
55, 2.02594048204219e-08
56, 2.02332035570407e-08
57, 2.02416874373057e-08
58, 2.02471159838069e-08
59, 2.02408969585122e-08
60, 2.02399466076031e-08
61, 2.02504715218765e-08
62, 2.02476879707092e-08
63, 2.02435614937713e-08
64, 2.02450074482385e-08
65, 2.02403853677424e-08
66, 2.02336156718275e-08
67, 2.02507184354772e-08
68, 2.02463041887313e-08
69, 2.02355643352803e-08
70, 2.02369925261792e-08
71, 2.02358592105156e-08
72, 2.02384882186379e-08
73, 2.02447765218494e-08
74, 2.02465884058256e-08
75, 2.02376035929319e-08
76, 2.02439913721264e-08
77, 2.02467109744475e-08
78, 2.02367829160721e-08
79, 2.02393266590661e-08
80, 2.02510186397831e-08
81, 2.02558840811662e-08
82, 2.02525374248808e-08
83, 2.02450376463048e-08
84, 2.02534575777236e-08
85, 2.02538252835893e-08
86, 2.02426768680652e-08
87, 2.02400638471545e-08
88, 2.02418153349981e-08
89, 2.02392751447178e-08
90, 2.02406074123473e-08
91, 2.0251473387134e-08
92, 2.02509600200074e-08
93, 2.02422505424238e-08
94, 2.02497059120788e-08
95, 2.02557224326938e-08
96, 2.02386711833924e-08
97, 2.02515479941212e-08
98, 2.02491907685953e-08
99, 2.02405132654349e-08
100, 2.02655332515178e-08
101, 2.02504146784577e-08
102, 2.0237713727056e-08
103, 2.02568983809215e-08
104, 2.02365022516915e-08
105, 2.02320151743152e-08
106, 2.0237669318135e-08
107, 2.02423340311952e-08
108, 2.02482013378358e-08
109, 2.02547401073616e-08
110, 2.02633003709707e-08
111, 2.02572270069368e-08
112, 2.02541237115383e-08
113, 2.02526244663659e-08
114, 2.02628367418356e-08
115, 2.02522869585664e-08
116, 2.02563885665086e-08
117, 2.02548733341246e-08
118, 2.02527949966225e-08
119, 2.0257987287664e-08
120, 2.02523864345494e-08
