element_id,Stress
1, 162.63968
1, 162.73811
1, 171.48068
1, 170.62529
1, 157.99904
1, 159.8653
1, 168.50485
1, 169.41422
2, 133.5394
2, 131.71948
2, 143.03827
2, 142.0093
2, 132.1235
2, 129.62769
2, 141.28708
2, 139.5891
3, 128.52495
3, 112.83533
3, 151.39224
3, 136.50584
3, 131.61778
3, 116.784004
3, 158.53096
3, 146.66724
4, 114.434654
4, 108.092125
4, 129.06667
4, 120.10645
4, 115.42015
4, 111.50721
4, 129.39148
4, 122.91598
5, 135.2608
5, 141.85681
5, 127.613785
5, 132.27606
5, 135.733
5, 143.41716
5, 126.160576
5, 132.27493
6, 159.68857
6, 160.82254
6, 139.99506
6, 139.7713
6, 159.3428
6, 158.26927
6, 139.62062
6, 136.8018
7, 153.16241
7, 144.47202
7, 150.0635
7, 143.33606
7, 151.46219
7, 145.5726
7, 148.86246
7, 143.54016
8, 161.0551
8, 190.43307
8, 189.64825
8, 215.97664
8, 193.91504
8, 219.27151
8, 205.83734
8, 234.04987
9, 105.19651
9, 100.92462
9, 104.832405
9, 105.58753
9, 107.25837
9, 101.25957
9, 104.6041
9, 103.51292
10, 153.06113
10, 152.62386
10, 153.48637
10, 152.53375
10, 153.51015
10, 154.66733
10, 153.69241
10, 153.80408
11, 143.32161
11, 153.36241
11, 154.32043
11, 163.46294
11, 145.04242
11, 149.7989
11, 152.56728
11, 158.17915
12, 174.81686
12, 169.96378
12, 176.99179
12, 172.20773
12, 172.62448
12, 168.56992
12, 174.7303
12, 170.30516
13, 123.57915
13, 123.1297
13, 134.19069
13, 131.97667
13, 122.87869
13, 124.88638
13, 137.56444
13, 137.49446
14, 125.00184
14, 128.23291
14, 122.60823
14, 126.96723
14, 126.35959
14, 129.0752
14, 123.07344
14, 127.04718
15, 140.22787
15, 139.31247
15, 142.75127
15, 142.72052
15, 139.54991
15, 138.93858
15, 141.92815
15, 141.58893
16, 104.66276
16, 107.77956
16, 121.206215
16, 123.27803
16, 106.62673
16, 110.54904
16, 122.386314
