element_id,Stress
1, -236.77763
1, -235.89256
1, -224.71686
1, -228.33607
1, -254.41225
1, -256.1439
1, -226.93498
1, -235.63437
2, -213.11345
2, -172.56094
2, -231.733
2, -199.852
2, -250.4986
2, -189.93988
2, -255.34218
2, -195.81256
3, -243.078
3, -291.3711
3, -232.0453
3, -250.16359
3, -263.04016
3, -298.86902
3, -244.17024
3, -273.5694
4, -282.35562
4, -281.22583
4, -299.47244
4, -315.27722
4, -306.92474
4, -294.65878
4, -332.41782
4, -339.84644
5, -261.84705
5, -287.07663
5, -278.59482
5, -288.61548
5, -262.05487
5, -299.02722
5, -284.02417
5, -297.16812
6, -281.30478
6, -283.17188
6, -291.3159
6, -280.94467
6, -294.0775
6, -292.09473
6, -290.75043
6, -295.04724
7, -257.68115
7, -254.45972
7, -232.35342
7, -219.42555
7, -299.09042
7, -309.2257
7, -256.2195
7, -253.89136
8, -253.97633
8, -272.60208
8, -163.98883
8, -195.35051
8, -237.23373
8, -257.2956
8, -199.99171
8, -230.87323
9, -350.74435
9, -361.64798
9, -344.00827
9, -341.1619
9, -357.78445
9, -350.74564
9, -347.7667
9, -330.64343
10, -315.25027
10, -307.0954
10, -311.8444
10, -298.05054
10, -299.41364
10, -306.09595
10, -292.6588
10, -288.4692
11, -237.05098
11, -233.46072
11, -209.217
11, -218.12558
11, -250.67667
11, -224.72456
11, -217.01639
11, -208.51479
12, -246.16966
12, -217.52296
12, -222.3872
12, -199.8023
12, -241.0917
12, -207.3498
12, -228.35634
12, -193.34991
13, -269.7994
13, -212.16187
13, -255.35947
13, -207.02347
13, -288.40985
13, -227.91602
13, -265.24112
13, -222.24014
14, -229.49974
14, -262.0477
14, -253.51402
14, -273.0675
14, -240.32745
14, -270.02518
14, -230.33707
14, -261.15958
15, -225.55435
15, -235.95544
15, -242.53648
15, -238.8781
15, -250.79382
15, -260.16638
15, -250.16461
15, -260.24158
16, -288.18832
16, -288.041
16, -298.99646
16, -298.64978
16, -304.14523
16, -306.41226
16, -311.74103
16, -319.86877
17, -298.627
17, -307.14062
17, -271.00742
17, -258.208
17, -311.12366
17, -325.57687
17, -290.58743
17, -277.11368
18, -268.85223
18, -242.64299
18, -238.8699
18, -229.89876
18, -287.27347
18, -289.06256
18, -263.85745
18, -267.5365
19, -173.93535
19, -215.62407
19, -160.97687
19, -197.72955
19, -209.2266
19, -241.30258
19, -185.61363
19, -221.54474
20, -361.02322
20, -357.24823
20, -359.22244
20, -371.54276
20, -361.74374
20, -351.2501
20, -358.01187
20, -369.55383
21, -334.74347
21, -289.14017
21, -269.9766
21, -292.86215
21, -287.79895
21, -279.2729
21, -296.35614
21, -288.9342
22, -285.7692
22, -265.01917
22, -246.7614
22, -240.76985
22, -302.447
22, -256.87552
22, -263.63474
22, -245.75435
23, -186.99971
23, -170.48004
23, -164.98413
23, -175.98918
23, -220.94461
23, -214.85329
23, -196.75879
23, -214.37482
24, -285.14868
24, -321.3912
24, -278.84857
24, -337.59723
24, -297.8998
24, -349.58554
24, -304.74307
24, -371.76132
25, -167.57039
25, -229.98773
25, -187.96005
25, -229.14319
25, -234.22568
25, -251.741
25, -232.85564
25, -240.9073
26, -267.66992
26, -247.4718
26, -238.97318
26, -245.25383
26, -259.88553
26, -266.89484
26, -221.91708
26, -254.79698
27, -242.80061
27, -242.06705
27, -233.06831
27, -238.48607
27, -260.05927
27, -238.23833
27, -248.00618
27, -238.86798
28, -322.2665
28, -301.16586
28, -338.95026
28, -326.00635
28, -312.39838
28, -330.2927
28, -334.37253
28, -351.59045
29, -157.52707
29, -170.81828
29, -204.70993
29, -205.05219
29, -185.84055
29, -185.83557
29, -222.44728
29, -224.77263
30, -192.35117
30, -189.82796
30, -226.68112
30, -230.57373
30, -200.4674
30, -209.26497
30, -224.44916
30, -241.73154
31, -218.1495
31, -215.80466
31, -234.70236
31, -259.585
31, -206.2307
31, -237.51852
31, -225.81223
31, -232.61322
32, -360.97687
32, -314.9889
32, -324.91977
32, -296.91208
32, -374.03177
32, -326.482
32, -338.5329
32, -315.01688
33, -268.88293
33, -217.17058
33, -232.7286
33, -172.71857
33, -282.56818
33, -231.66919
33, -256.79953
33, -202.29346
34, -222.62161
34, -228.69702
