element_id,Stress
1, -326.80823
1, -322.42123
1, -324.73615
1, -323.9089
1, -337.5374
1, -324.88434
1, -327.35913
1, -322.86923
2, -328.7346
2, -306.43488
2, -328.5331
2, -328.5558
2, -341.49088
2, -313.34158
2, -327.65424
2, -310.8944
3, -301.8081
3, -346.79996
3, -303.99924
3, -317.85614
3, -322.29904
3, -364.92822
3, -332.66812
3, -345.8869
4, -356.59918
4, -349.78336
4, -365.49002
4, -361.0483
4, -374.83664
4, -361.5677
4, -397.29694
4, -397.37512
5, -337.66055
5, -354.4571
5, -342.92682
5, -344.9674
5, -344.62973
5, -371.99478
5, -352.75473
5, -352.67297
6, -375.66083
6, -376.2056
6, -366.831
6, -358.8918
6, -382.11884
6, -376.685
6, -357.4972
6, -362.01706
7, -349.10587
7, -323.30627
7, -325.24496
7, -296.7852
7, -380.9143
7, -363.30353
7, -342.5883
7, -320.29242
8, -323.7339
8, -366.21127
8, -277.04974
8, -333.8705
8, -328.11
8, -369.07904
8, -308.88025
8, -349.86676
9, -379.57977
9, -401.2917
9, -385.87466
9, -397.75742
9, -392.67978
9, -397.02005
9, -384.96326
9, -383.71756
10, -401.39438
10, -394.82068
10, -397.69116
10, -387.9862
10, -386.7318
10, -405.99857
10, -390.63556
10, -403.62683
11, -345.90042
11, -299.05908
11, -318.271
11, -320.2757
11, -361.30466
11, -313.58463
11, -340.60846
11, -327.63702
12, -341.77933
12, -322.03143
12, -330.5747
12, -306.06366
12, -332.798
12, -283.60724
12, -312.64072
12, -269.39484
13, -334.82178
13, -304.51816
13, -343.1076
13, -312.1522
13, -345.55637
13, -320.32352
13, -341.13397
13, -313.7969
14, -308.26447
14, -348.47488
14, -352.14438
14, -379.1468
14, -309.76932
14, -344.43546
14, -331.0181
14, -355.9257
15, -313.92834
15, -321.08176
15, -332.6376
15, -320.50815
15, -320.45844
15, -333.74316
15, -326.9546
15, -331.49774
16, -344.0623
16, -336.34598
16, -359.44077
16, -360.4366
16, -356.77127
16, -355.3477
16, -365.06796
16, -372.43817
17, -401.16425
17, -398.73502
17, -391.1393
17, -365.62845
17, -405.72165
17, -410.31863
17, -400.23822
17, -375.1197
18, -378.40826
18, -347.062
18, -347.6892
18, -343.11765
18, -394.3403
18, -379.4243
18, -373.2557
18, -369.5946
19, -272.68823
19, -300.71915
19, -270.4823
19, -283.9038
19, -298.09454
19, -313.32266
19, -283.49002
19, -297.61752
20, -483.07547
20, -435.54288
20, -473.2185
20, -447.0311
20, -477.09915
20, -437.33066
20, -445.9083
20, -435.3774
21, -334.25784
21, -344.24075
21, -323.9777
21, -407.29184
21, -322.9747
21, -348.1155
21, -364.5314
21, -389.65607
22, -402.0803
22, -378.3093
22, -366.72012
22, -358.80832
22, -393.71857
22, -363.2613
22, -368.5099
22, -359.99695
23, -360.9327
23, -372.34476
23, -344.0858
23, -388.0248
23, -400.5902
23, -394.28928
23, -381.75668
23, -404.58258
24, -313.96756
24, -350.2207
24, -331.60907
24, -377.2343
24, -316.179
24, -374.14874
24, -324.51077
24, -372.81708
25, -304.98856
25, -344.46973
25, -338.88602
25, -352.61652
25, -339.69824
25, -363.859
25, -349.43777
25, -365.90143
26, -343.16217
26, -328.0777
26, -283.4527
26, -299.7221
26, -340.2464
26, -336.97968
26, -289.45065
26, -330.7258
27, -298.8351
27, -293.49573
27, -290.69186
27, -289.43018
27, -309.5001
27, -293.91605
27, -299.82318
27, -291.65405
28, -391.5559
28, -394.44516
28, -401.35013
28, -405.4757
28, -389.33536
28, -398.08093
28, -400.2404
28, -406.7445
29, -303.51962
29, -304.8793
29, -354.94247
29, -348.80368
29, -320.65588
29, -312.61945
29, -356.93796
29, -353.7559
30, -322.53757
30, -317.47675
30, -361.37027
30, -358.71637
30, -327.71457
30, -331.07
30, -368.9109
30, -380.1829
31, -341.02933
31, -333.24118
31, -327.54636
31, -336.30356
31, -322.78842
31, -347.7981
31, -326.08353
31, -333.83487
32, -406.42712
32, -430.38202
32, -389.92087
32, -379.98294
32, -430.64975
32, -443.9947
32, -409.91464
32, -393.3783
33, -400.8361
33, -359.4131
33, -422.46802
33, -358.44714
33, -416.83514
33, -384.07312
33, -445.49283
33, -386.99765
34, -361.6
34, -362.7683
34, -367.5219
34, -363.3219
34, -361.07928
34, -357.4648
34, -371.63284
34, -350.92264
35, -317.43146
35, -327.3873
35, -324.6026
35, -332.1469
35, -299.2397
35, -296.7911
35, -318.62802
35, -321.61713
36, -286.7715
36, -266.8836
36, -314.17056
36, -299.53363
36, -255.42268
36, -243.09532
36, -300.96387
36, -282.3846
37, -395.09982
37, -401.63443
37, -421.4829
37, -411.2512
37, -389.183
37, -409.08975
37, -419.08487
37, -399.0644
38, -297.65558
38, -321.0112
38, -297.331
38, -296.29233
38, -305.04163
38, -323.1047
38, -297.3157
38, -312.3068
39, -321.43332
39, -347.6687
39, -273.2142
39, -323.98
39, -313.75473
39, -325.9198
39, -274.23663
39, -314.93652
40, -343.01376
40, -335.02667
40, -342.81052
40, -345.1345
40, -309.8293
40, -312.59094
40, -325.1877
40, -325.4899
41, -337.7652
41, -328.1323
41, -319.87674
41, -302.52225
41, -340.85828
41, -338.12988
41, -323.4291
41, -312.35577
42, -362.9653
42, -378.99194
42, -366.261
42, -390.06418
42, -363.07693
42, -377.60718
42, -368.50247
42, -382.95288
43, -376.03036
43, -396.70862
43, -389.9633
43, -384.31818
43, -367.06372
43, -381.22113
43, -383.51157
43, -377.29114
44, -393.55582
44, -390.42563
44, -413.5338
44, -422.3776
44, -387.12115
44, -394.4634
44, -408.74316
44, -416.52292
45, -382.2386
45, -370.1733
45, -377.46115
45, -365.4016
45, -378.7721
45, -379.35883
45, -375.25415
45, -373.92313
46, -352.0886
46, -347.32687
46, -330.36658
46, -339.08475
46, -363.87994
46, -356.65854
46, -340.2343
46, -341.92917
47, -390.87613
47, -392.96356
47, -381.43756
47, -374.38876
47, -395.9178
47, -396.0256
47, -391.29294
47, -383.7807
48, -394.6406
48, -364.49576
48, -398.87485
48, -379.40213
48, -409.34018
48, -382.14413
48, -406.97934
48, -395.75897
49, -399.27954
49, -368.51477
49, -396.0121
49, -347.5118
49, -421.2095
49, -393.15735
49, -416.4273
49, -387.61108
50, -275.84344
50, -334.73355
50, -272.76254
50, -338.42508
50, -314.62283
50, -340.3015
50, -304.54214
50, -318.42477
51, -311.86542
51, -308.31235
51, -278.22665
51, -308.46396
51, -271.2573
51, -291.90076
51, -290.07474
51, -313.9229
52, -367.71478
52, -370.906
52, -351.24005
52, -372.2981
52, -360.89627
52, -368.34274
52, -339.28995
52, -359.57306
53, -279.7558
53, -286.76163
53, -283.811
53, -291.7224
53, -256.56802
53, -252.56752
53, -260.47275
53, -250.81477
54, -397.12903
54, -387.56662
54, -398.28064
54, -384.2359
54, -380.1968
54, -372.98557
54, -378.28763
54, -366.12067
55, -368.2888
55, -376.5684
55, -361.45145
55, -369.1033
55, -354.379
55, -362.8845
55, -354.2421
55, -360.81345
56, -350.7784
56, -360.28302
56, -372.77237
56, -380.81363
56, -352.18964
56, -343.8122
56, -382.40573
56, -379.45233
57, -314.3708
57, -371.17532
57, -349.6767
57, -398.6859
57, -353.62378
57, -399.9485
57, -386.77792
57, -414.04898
58, -354.76337
58, -366.42682
58, -367.29248
58, -420.14713
58, -372.33337
58, -399.46072
58, -370.93628
58, -430.22058
59, -392.91364
59, -392.532
59, -389.5246
59, -394.08118
59, -402.2317
59, -405.37943
59, -398.58432
59, -402.4084
60, -385.59747
60, -375.58124
60, -393.31635
60, -386.86972
60, -389.0981
60, -373.46176
60, -393.16202
60, -382.07733
61, -312.60718
61, -271.26715
61, -339.94983
61, -316.14502
61, -323.15704
61, -293.10477
61, -338.1293
61, -321.7366
62, -294.96814
62, -328.32062
62, -294.31848
62, -309.66666
62, -333.23734
62, -335.88843
62, -321.20163
62, -307.261
63, -297.78912
63, -308.84567
63, -338.16132
63, -345.05414
63, -304.1611
63, -305.3893
63, -320.30292
63, -320.7806
64, -345.86194
64, -344.1268
64, -324.93005
64, -313.84482
64, -336.1139
64, -343.74817
64, -310.966
64, -316.0472
65, -373.36002
65, -339.74637
65, -357.29587
65, -321.43033
65, -376.6315
65, -321.05774
65, -383.22302
65, -333.72403
66, -344.58145
66, -370.46387
66, -372.21915
66, -370.66956
66, -357.5165
66, -374.87106
66, -347.89664
66, -353.81555
67, -368.8619
67, -369.8998
67, -362.51352
67, -351.16858
67, -373.5988
67, -370.37875
67, -369.1535
67, -362.94183
68, -384.23727
68, -410.53284
68, -379.92764
68, -410.2422
68, -392.99277
68, -418.58517
68, -394.0814
68, -424.49167
69, -386.6801
69, -360.81464
69, -340.33313
69, -319.88223
69, -426.6684
69, -418.57126
69, -409.0013
69, -394.06256
70, -351.9567
70, -326.17126
70, -326.47403
70, -340.48
70, -383.62366
70, -372.02203
70, -348.03214
70, -342.81223
71, -364.2903
71, -357.14636
71, -396.85373
71, -394.24173
71, -379.65073
71, -355.87848
71, -424.40274
71, -385.12772
72, -343.4645
72, -363.60168
72, -355.16165
72, -335.58218
72, -338.2487
72, -345.72336
72, -369.22534
72, -350.96396
73, -338.7326
73, -312.60468
73, -284.04996
73, -278.74084
73, -293.76273
73, -288.2349
73, -270.44247
