time,displacement,force
59.9,-14.72866013,-0.184970185
59.92,-14.74246623,-0.184575724
59.94,-14.75666678,-0.184536278
59.96,-14.76889504,-0.18461517
59.98,-14.78207,-0.184516555
60,-14.79358823,-0.184516555
60.02,-14.80621095,-0.184648042
60.04,-14.81670358,-0.184602022
60.06,-14.82924741,-0.184667765
60.08,-14.83974004,-0.184832124
60.1,-14.85165273,-0.184943888
60.12,-14.8598575,-0.184963611
60.14,-14.86956121,-0.185193713
60.16,-14.88029052,-0.185206862
60.18,-14.88873196,-0.185220011
60.2,-14.89875124,-0.185331775
60.22,-14.90963834,-0.185496134
60.24,-14.9188687,-0.185476411
60.26,-14.92652122,-0.185469836
60.28,-14.93322704,-0.185561877
60.3,-14.93898615,-0.185489559
60.32,-14.94387746,-0.185410667
60.34,-14.95081995,-0.18538437
60.36,-14.95602682,-0.185377795
60.38,-14.96036588,-0.185344924
60.4,-14.96423159,-0.18527918
60.42,-14.9699907,-0.185134544
60.44,-14.97141076,-0.185121396
60.46,-14.97543425,-0.185213437
60.48,-14.98221896,-0.185206862
60.5,-14.98387569,-0.185298903
60.52,-14.9886881,-0.185436965
60.54,-14.99389497,-0.18538437
60.56,-14.99831292,-0.185489559
60.58,-14.99996965,-0.185509282
60.6,-15.00904223,-0.185456688
60.62,-15.01338129,-0.185621046
60.64,-15.0181937,-0.185627621
60.66,-15.01985043,-0.185298903
60.68,-15.02111271,-0.185081949
60.7,-15.02253276,-0.184759806
60.72,-15.01953487,-0.184260155
60.74,-15.01787813,-0.183911715
60.76,-15.01495913,-0.183556699
60.78,-15.01401243,-0.183181961
60.8,-15.00967337,-0.183011028
60.82,-15.00415093,-0.182853244
60.84,-15.00067968,-0.182754628
60.86,-14.99705065,-0.18263629
60.88,-14.99428943,-0.18263629
60.9,-14.98663691,-0.182550823
60.92,-14.98734694,-0.182511377
60.94,-14.98135115,-0.182373316
60.96,-14.97716987,-0.182419336
60.98,-14.97148965,-0.182340444
61,-14.96872843,-0.182347018
61.02,-14.96454716,-0.182195808
61.04,-14.95910361,-0.182169511
61.06,-14.95531679,-0.18203145
61.08,-14.95271336,-0.181978855
61.1,-14.94908433,-0.181788198
61.12,-14.94308854,-0.18166986
61.14,-14.93938061,-0.181498927
61.16,-14.93567269,-0.181327994
61.18,-14.92802017,-0.181176784
61.2,-14.92052543,-0.181203081
61.22,-14.91350404,-0.181091317
61.24,-14.90742936,-0.180953256
61.26,-14.90009241,-0.180894086
61.28,-14.89449108,-0.180953256
61.3,-14.89046758,-0.180788897
61.32,-14.88336731,-0.180677133
61.34,-14.87610924,-0.180585092
61.36,-14.86861451,-0.18044703
61.38,-14.86104088,-0.180203779
61.4,-14.8509427,-0.180006549
61.42,-14.84289572,-0.179999974
61.44,-14.83461206,-0.179953954
61.46,-14.82585505,-0.179907933
61.48,-14.81796585,-0.179756723
61.5,-14.8106289,-0.179717277
61.52,-14.80289748,-0.179401708
61.54,-14.79429826,-0.179257072
61.56,-14.78349006,-0.179125585
61.58,-14.77205072,-0.17898095
61.6,-14.76163698,-0.17902697
61.62,-14.74925094,-0.179059842
61.64,-14.73718046,-0.178862611
61.66,-14.72660894,-0.178599637
61.68,-14.71374955,-0.178652232
61.7,-14.69931231,-0.178369535
61.72,-14.68542732,-0.178139432
61.74,-14.67241015,-0.17816573
61.76,-14.65718399,-0.178073689
61.78,-14.64393014,-0.177889607
61.8,-14.63012405,-0.177672653
61.82,-14.61552903,-0.177613484
61.84,-14.59951396,-0.177343936
61.86,-14.58413002,-0.177317638
61.88,-14.56795716,-0.177054664
61.9,-14.55170542,-0.176949474
61.92,-14.53576924,-0.176910028
61.94,-14.51928081,-0.176890305
61.96,-14.50318685,-0.176883731
61.98,-14.48456834,-0.176739095
62,-14.46452978,-0.176555013
62.02,-14.444649,-0.176324911
62.04,-14.42366373,-0.17612768
62.06,-14.40117952,-0.175798963
62.08,-14.37885308,-0.175700347
62.1,-14.35628998,-0.175641178
62.12,-14.33199125,-0.175489968
62.14,-14.30611468,-0.175213845
62.16,-14.2783447,-0.174825958
62.18,-14.25010137,-0.17455641
62.2,-14.22193693,-0.174398625
62.22,-14.19227355,-0.17404361
62.24,-14.16245238,-0.173839805
62.26,-14.13200007,-0.173787211
62.28,-14.10146888,-0.173576831
62.3,-14.06928095,-0.173261262
62.32,-14.0373297,-0.173149498
62.34,-14.00151274,-0.172787909
62.36,-13.96490686,-0.172347427
62.38,-13.92672314,-0.171998987
62.4,-13.88830274,-0.171519059
62.42,-13.84704224,-0.171006259
62.44,-13.80933187,-0.170743285
62.46,-13.77217375,-0.170407993
62.48,-13.7352523,-0.170105573
62.5,-13.69848864,-0.169849173
62.52,-13.662435,-0.169520455
62.54,-13.6251191,-0.169211461
62.56,-13.5877243,-0.169047102
62.58,-13.5483572,-0.168678938
62.6,-13.50891121,-0.168185862
62.62,-13.4685974,-0.167830847
62.64,-13.43009812,-0.167521852
62.66,-13.39025767,-0.167028776
62.68,-13.35246841,-0.16658172
62.7,-13.31523139,-0.166358191
62.72,-13.27988779,-0.166036048
62.74,-13.24399193,-0.165648161
62.76,-13.20864833,-0.165299721
62.78,-13.17220023,-0.165017023
62.8,-13.13535768,-0.16464886
62.82,-13.09843623,-0.16428727
62.84,-13.05922691,-0.163689004
62.86,-13.02025428,-0.163189353
62.88,-12.98214945,-0.162801466
62.9,-12.94436019,-0.162216349
62.92,-12.90530866,-0.161650955
62.94,-12.86720383,-0.161355109
62.96,-12.82933568,-0.16103954
62.98,-12.79036304,-0.160513592
63,-12.74965478,-0.160092833
63.02,-12.70973544,-0.1599219
63.04,-12.67052612,-0.15956031
63.06,-12.62887116,-0.159185572
63.08,-12.58626949,-0.158975193
63.1,-12.54556123,-0.158731942
63.12,-12.50343291,-0.158205994
63.14,-12.46114681,-0.157818107
63.16,-12.42075411,-0.157509112
63.18,-12.38225482,-0.156891123
63.2,-12.34162545,-0.15641777
63.22,-12.30052273,-0.155931268
63.24,-12.26060339,-0.155425042
63.26,-12.21950067,-0.154833351
63.28,-12.17831905,-0.15448491
63.3,-12.1375319,-0.15412332
63.32,-12.09863815,-0.153715711
63.34,-12.05816657,-0.153294952
63.36,-12.01887836,-0.152709835
63.38,-11.98132578,-0.152151015
63.4,-11.94235314,-0.151447559
63.42,-11.90259158,-0.150961057
63.44,-11.86488121,-0.150586319
63.46,-11.82701306,-0.150369365
63.48,-11.78669926,-0.150139263
63.5,-11.74827886,-0.15006037
63.52,-11.70977958,-0.149672483
63.54,-11.67088583,-0.149205704
63.56,-11.63262322,-0.148646884
63.58,-11.59467618,-0.148180105
63.6,-11.55594021,-0.147430629
63.62,-11.51617866,-0.147016445
63.64,-11.47531261,-0.146674579
63.66,-11.43192202,-0.146115759
63.68,-11.38900478,-0.145491195
63.7,-11.3465609,-0.145234795
63.72,-11.30537928,-0.14487978
63.74,-11.26340875,-0.144196047
63.76,-11.22317384,-0.143788438
63.78,-11.18349117,-0.143453146
63.8,-11.14349294,-0.14274969
63.82,-11.10373138,-0.142065957
63.84,-11.06286533,-0.141553158
63.86,-11.02397158,-0.141178419
63.88,-10.98389446,-0.140488112
63.9,-10.94421179,-0.140034482
63.92,-10.90263572,-0.139659744
63.94,-10.86311083,-0.139298155
63.96,-10.82137698,-0.13883795
63.98,-10.78011647,-0.138305427
64,-10.73988156,-0.138009581
64.02,-10.69948887,-0.137496782
64.04,-10.66035844,-0.137036577
64.06,-10.62193805,-0.136596096
64.08,-10.58217649,-0.136313398
64.1,-10.54020596,-0.135761153
64.12,-10.50218002,-0.135274651
64.14,-10.46052505,-0.134768425
64.16,-10.42100017,-0.134163585
64.18,-10.38273756,-0.133591616
64.2,-10.34613168,-0.13309854
64.22,-10.30771129,-0.132704079
64.24,-10.27189433,-0.132243874
64.26,-10.23434174,-0.131737649
64.28,-10.19694694,-0.131382634
64.3,-10.15923658,-0.131001321
64.32,-10.12105286,-0.130435927
64.34,-10.08200133,-0.129817938
64.36,-10.0438965,-0.129305138
64.38,-10.00405605,-0.128851508
64.4,-9.964136706,-0.128470195
64.42,-9.925006284,-0.127970545
64.44,-9.886743672,-0.127516914
64.46,-9.84682433,-0.127010689
64.48,-9.808325043,-0.126418997
64.5,-9.770456891,-0.125603778
64.52,-9.733140984,-0.125031809
64.54,-9.694720589,-0.12456503
64.56,-9.653854543,-0.124098251
64.58,-9.614171876,-0.123578877
64.6,-9.574252533,-0.123059503
64.62,-9.534806542,-0.12263217
64.64,-9.494650523,-0.121955012
64.66,-9.457413508,-0.121461935
64.68,-9.420255384,-0.120837372
64.7,-9.382545017,-0.120383742
64.72,-9.341994538,-0.119752604
64.74,-9.303179683,-0.119312122
64.76,-9.2636548,-0.118917661
64.78,-9.223498782,-0.118457456
64.8,-9.182869411,-0.117970954
64.82,-9.14500126,-0.117537047
64.84,-9.106265296,-0.116945355
64.86,-9.068002685,-0.116215602
64.88,-9.029266722,-0.115814566
64.9,-8.992266382,-0.115222875
64.92,-8.952662607,-0.114624609
64.94,-8.91495224,-0.114216999
64.96,-8.878425252,-0.113809389
64.98,-8.841109345,-0.112981021
65,-8.802925625,-0.112494518
65.02,-8.767345341,-0.111981719
65.04,-8.729319406,-0.111344007
65.06,-8.689400063,-0.110765464
65.08,-8.65184748,-0.110338131
65.1,-8.61366376,-0.109706993
65.12,-8.574454445,-0.109148173
65.14,-8.53603405,-0.10861565
65.16,-8.498875926,-0.108043682
65.18,-8.461086666,-0.10755718
65.2,-8.423849651,-0.107142995
65.22,-8.386612635,-0.106432965
65.24,-8.350164539,-0.105933315
65.26,-8.314742039,-0.105341623
65.28,-8.278688403,-0.104644741
65.3,-8.243818147,-0.104000455
65.32,-8.208790106,-0.103638865
65.34,-8.173604282,-0.102994579
65.36,-8.137235078,-0.102356867
65.38,-8.099445819,-0.101844067
65.4,-8.061498775,-0.101318119
65.42,-8.024656219,-0.100772448
65.44,-7.986866959,-0.100193905
65.46,-7.948841024,-0.099766572
65.48,-7.911367332,-0.099286644
65.5,-7.874051424,-0.098846163
65.52,-7.834605433,-0.098287343
65.54,-7.795948361,-0.097840287
65.56,-7.757370182,-0.097235446
65.58,-7.719423138,-0.096683201
65.6,-7.680292714,-0.096025765
65.62,-7.642976806,-0.095480094
65.64,-7.604635303,-0.094835808
65.66,-7.565425987,-0.094191521
65.68,-7.52653224,-0.093461768
65.7,-7.487244032,-0.09283063
65.72,-7.446614661,-0.092041708
65.74,-7.407484237,-0.091331678
65.76,-7.368511597,-0.090766283
65.78,-7.329538958,-0.090319227
65.8,-7.29103967,-0.089766982
65.82,-7.251751462,-0.089267331
65.84,-7.212621039,-0.088964911
65.86,-7.175226239,-0.088379793
65.88,-7.136490275,-0.087617169
65.9,-7.096649823,-0.086926862
65.92,-7.059570591,-0.086348319
65.94,-7.020361275,-0.085690883
65.96,-6.980047472,-0.085105766
65.98,-6.941627076,-0.084546946
66,-6.904074492,-0.0839947
66.02,-6.865180744,-0.083475327
66.04,-6.82683924,-0.08278502
66.06,-6.789602223,-0.082239348
66.08,-6.750945151,-0.081752846
66.1,-6.712288079,-0.081029667
66.12,-6.673394331,-0.080365658
66.14,-6.634737259,-0.079642479
66.16,-6.596553539,-0.078998193
66.18,-6.559316523,-0.078242142
66.2,-6.52223729,-0.07765045
66.22,-6.483816894,-0.07699959
66.24,-6.44665877,-0.076526236
66.26,-6.407922806,-0.075960842
66.28,-6.367293434,-0.075428319
66.3,-6.326348494,-0.074882648
66.32,-6.28642915,-0.074172618
66.34,-6.245957562,-0.073488885
66.36,-6.205564867,-0.072844599
66.38,-6.167065578,-0.072206887
66.4,-6.12896075,-0.071687513
66.42,-6.091013705,-0.071168139
66.44,-6.052751093,-0.070569873
66.46,-6.014094021,-0.070149114
66.48,-5.974095785,-0.069603443
66.5,-5.934728684,-0.068946008
66.52,-5.894493772,-0.068281998
66.54,-5.853627724,-0.067644286
66.56,-5.811657189,-0.066934256
66.58,-5.771501168,-0.066125611
66.6,-5.730082877,-0.06547475
66.62,-5.688033449,-0.064823889
66.64,-5.647482969,-0.064238772
66.66,-5.610719304,-0.063476147
66.68,-5.571036635,-0.063048814
66.7,-5.532537347,-0.062437399
66.72,-5.495773682,-0.061898302
66.74,-5.459088909,-0.06136578
66.76,-5.418696212,-0.060833257
66.78,-5.380275816,-0.060156099
66.8,-5.340829823,-0.059518387
66.82,-5.30217275,-0.058880675
66.84,-5.263042326,-0.058098327
66.86,-5.224306361,-0.057381723
66.88,-5.187069344,-0.056809754
66.9,-5.150936815,-0.056218062
66.92,-5.113699798,-0.05568554
66.94,-5.075437185,-0.055245058
66.96,-5.040014683,-0.054600772
66.98,-5.002383206,-0.053871019
67,-4.963962809,-0.053266178
67.02,-4.926015764,-0.052615317
67.04,-4.887674259,-0.051846118
67.06,-4.847833807,-0.051346467
67.08,-4.80862449,-0.050820519
67.1,-4.768705145,-0.050136787
67.12,-4.72799688,-0.049479351
67.14,-4.688471995,-0.048894234
67.16,-4.648710435,-0.048335414
67.18,-4.608159954,-0.047743722
67.2,-4.568635069,-0.04710601
67.22,-4.530056888,-0.046527467
67.24,-4.491242031,-0.04589633
67.26,-4.452111605,-0.045120556
67.28,-4.414243452,-0.0444171
67.3,-4.376769759,-0.043864855
67.32,-4.336929306,-0.043246866
67.34,-4.296299933,-0.042484241
67.36,-4.254171612,-0.041793934
67.38,-4.212279967,-0.041070755
67.4,-4.16991497,-0.040347576
67.42,-4.128496677,-0.039650695
67.44,-4.087078385,-0.039131321
67.46,-4.048894663,-0.038526481
67.48,-4.010947617,-0.037842748
67.5,-3.971974976,-0.037356246
67.52,-3.93323901,-0.036731683
67.54,-3.896159777,-0.036133417
67.56,-3.857187135,-0.035351069
67.58,-3.815926626,-0.034706783
67.6,-3.776243957,-0.033865265
67.62,-3.739953642,-0.033142087
67.64,-3.702006597,-0.032379462
67.66,-3.664375119,-0.031886386
67.68,-3.628873725,-0.031261822
67.7,-3.594240142,-0.030749023
67.72,-3.556687556,-0.03006529
67.74,-3.52110727,-0.029539342
67.76,-3.485526984,-0.028888481
67.78,-3.449710021,-0.028355959
67.8,-3.413025247,-0.027698523
67.82,-3.375551553,-0.027067386
67.84,-3.338630103,-0.026462545
67.86,-3.300761949,-0.025837982
67.88,-3.261315955,-0.025266013
67.9,-3.220923257,-0.024621727
67.92,-3.180767235,-0.02412865
67.94,-3.14005897,-0.023346303
67.96,-3.10116522,-0.022669144
67.98,-3.063691525,-0.02199856
68,-3.025350019,-0.0213477
68.02,-2.988191893,-0.020696839
68.04,-2.950165954,-0.020111721
68.06,-2.9103255,-0.01952003
68.08,-2.87024837,-0.01885602
68.1,-2.830013456,-0.01814599
68.12,-2.790409678,-0.017403089
68.14,-2.75001698,-0.016850843
68.16,-2.711754366,-0.016180259
68.18,-2.673570643,-0.015496527
68.2,-2.636333624,-0.014885112
68.22,-2.597913226,-0.014260548
68.24,-2.561149559,-0.013511072
68.26,-2.522886945,-0.013050868
68.28,-2.483993194,-0.012380284
68.3,-2.447860663,-0.011847761
68.32,-2.41283262,-0.011242921
68.34,-2.375280033,-0.010631506
68.36,-2.336938527,-0.009822861
68.38,-2.301437131,-0.009303487
68.4,-2.262306705,-0.008534288
68.42,-2.222387358,-0.007922873
68.44,-2.184834771,-0.007278587
68.46,-2.148149996,-0.006732916
68.48,-2.109650705,-0.006187245
68.5,-2.072887038,-0.005713891
68.52,-2.036123371,-0.004977564
68.54,-1.99801854,-0.004353
68.56,-1.960150385,-0.003636396
68.58,-1.922913366,-0.003077576
68.6,-1.886070807,-0.002466162
68.62,-1.849543815,-0.00197966
68.64,-1.812227904,-0.001499732
68.66,-1.775227561,-0.000960635
68.68,-1.738227217,-0.000132267
68.7,-1.700359062,0.000590912
68.72,-1.662333123,0.001123434
68.74,-1.623123804,0.001708552
68.76,-1.58494008,0.002504048
68.78,-1.546677465,0.002924807
68.8,-1.508572634,0.003286396
68.82,-1.469678882,0.003772898
68.84,-1.434808622,0.004121339
68.86,-1.397887171,0.004555246
68.88,-1.360650151,0.005035174
68.9,-1.322624212,0.005732055
68.92,-1.286965032,0.00643551
68.94,-1.249017984,0.007184987
68.96,-1.212727668,0.007612319
68.98,-1.175885108,0.008302626
69,-1.140541496,0.008835149
69.02,-1.103698937,0.009453138
69.04,-1.067329729,0.010123722
69.06,-1.030566061,0.010873198
69.08,-0.991751201,0.011399146
69.1,-0.953409693,0.012174919
69.12,-0.915699321,0.012773185
69.14,-0.877200029,0.013397749
69.16,-0.837201789,0.014061758
69.18,-0.799491417,0.014784937
69.2,-0.762175505,0.0154095
69.22,-0.723833997,0.016001192
69.24,-0.686123625,0.016507417
69.26,-0.650069985,0.016869006
69.28,-0.6134641,0.017414677
69.3,-0.573229184,0.017888031
69.32,-0.533388728,0.018538891
69.34,-0.493706056,0.019373834
69.36,-0.452603328,0.020018121
69.38,-0.41071168,0.020688704
69.4,-0.371029008,0.02134614
69.42,-0.331977472,0.021970703
69.44,-0.292531475,0.022430907
69.46,-0.254268859,0.02316066
69.48,-0.216637378,0.023943008
69.5,-0.177033598,0.024593869
69.52,-0.136009762,0.025218432
69.54,-0.096090413,0.025842996
69.56,-0.055303253,0.026441262
69.58,-0.015383904,0.026888318
69.6,0.022957605,0.027381394
69.62,0.059879058,0.027854747
69.64,0.09719497,0.028512182
69.66,0.133958639,0.029215638
69.68,0.171747904,0.029833627
69.7,0.208906033,0.030477914
69.72,0.248115354,0.031253687
69.74,0.287403567,0.031871676
69.76,0.3274807,0.032469942
69.78,0.367321157,0.0331471
69.8,0.407477182,0.033870279
69.82,0.446686503,0.034363355
69.84,0.486605852,0.035014216
69.86,0.525736281,0.035691374
69.88,0.566760118,0.036315937
69.9,0.607941739,0.036822162
69.92,0.648571117,0.037565064
69.94,0.688332682,0.038307966
69.96,0.728488707,0.038840488
69.98,0.768408056,0.039511072
70,0.808721866,0.040109338
70.02,0.846826699,0.040661584
70.04,0.887692753,0.041174383
70.06,0.928164346,0.041825244
70.08,0.967925912,0.042390638
70.1,1.008397505,0.043146688
70.12,1.050368047,0.043896164
70.14,1.090602965,0.044501005
70.16,1.131311234,0.044974358
70.18,1.171309476,0.045585773
70.2,1.21138661,0.046269505
70.22,1.25248934,0.046756007
70.24,1.292172014,0.047367422
70.26,1.331223552,0.048057729
70.28,1.369328386,0.048748036
70.3,1.407748788,0.049273984
70.32,1.446011406,0.049911696
70.34,1.486009648,0.050575705
70.36,1.524272266,0.051114802
70.38,1.564822753,0.051660473
70.4,1.604742103,0.05219957
70.42,1.645213697,0.052962195
70.44,1.683318532,0.053547312
70.46,1.724894614,0.054309937
70.48,1.764892856,0.054855608
70.5,1.804417747,0.055578786
70.52,1.845520477,0.056006119
70.54,1.886465424,0.056643831
70.56,1.926700342,0.057189502
70.58,1.966146341,0.057932404
70.6,2.00519788,0.058510947
70.62,2.042513795,0.059102639
70.64,2.081880901,0.059654884
70.66,2.119670168,0.060305745
70.68,2.158248355,0.060759375
70.7,2.197378786,0.061239303
70.72,2.236351433,0.061798122
70.74,2.276034108,0.062376665
70.76,2.312403319,0.062981506
70.78,2.352085994,0.063612643
70.8,2.391689778,0.064342396
70.82,2.429163477,0.065157616
70.84,2.466873852,0.065834774
70.86,2.508213259,0.066400168
70.88,2.546396987,0.067136495
70.9,2.583397334,0.067669018
70.92,2.622054414,0.068339602
70.94,2.660317033,0.068944442
70.96,2.698737437,0.069542708
70.98,2.735658892,0.07007523
71,2.772106996,0.070758963
71.02,2.81013294,0.071146849
71.04,2.848001099,0.071745115
71.06,2.884370311,0.072402551
71.08,2.922238471,0.072954796
71.1,2.960185523,0.073704272
71.12,2.997659223,0.074348558
71.14,3.032923947,0.07494025
71.16,3.070792107,0.075433326
71.18,3.107161319,0.076044741
71.2,3.145108371,0.076314289
71.22,3.182345395,0.076846812
71.24,3.220371339,0.077293868
71.26,3.258633959,0.077747498
71.28,3.298553311,0.07838521
71.3,3.338946016,0.07909524
71.32,3.378865368,0.079818418
71.34,3.41839026,0.080541597
71.36,3.457441801,0.081106991
71.38,3.496493341,0.08152775
71.4,3.534203718,0.082112867
71.42,3.572387446,0.082454733
71.44,3.610650067,0.082908363
71.46,3.648123768,0.083736731
71.48,3.685991928,0.084302126
71.5,3.723228953,0.084920115
71.52,3.76054487,0.085570975
71.54,3.798176355,0.086149518
71.56,3.834466676,0.086800379
71.58,3.871230349,0.087385496
71.6,3.909571862,0.087990336
71.62,3.946966671,0.088700366
71.64,3.984203696,0.089561606
71.66,4.021756289,0.090067831
71.68,4.058204394,0.090804159
71.7,4.094179147,0.091389276
71.72,4.129996116,0.091967819
71.74,4.166680897,0.092270239
71.76,4.204391275,0.092868505
71.78,4.240760488,0.093440473
71.8,4.277366377,0.093992719
71.82,4.315155647,0.094571261
71.84,4.354364972,0.095169527
71.86,4.393889866,0.095662604
71.88,4.432862516,0.096300316
71.9,4.469310621,0.096852561
71.92,4.505443159,0.097299617
71.94,4.540865669,0.097917606
71.96,4.576524854,0.098607913
71.98,4.612657392,0.09908784
72,4.650052202,0.099692681
72.02,4.687683688,0.100376413
72.04,4.72397401,0.100902361
72.06,4.757503112,0.101402012
72.08,4.792688946,0.101842493
72.1,4.828584808,0.102421036
72.12,4.864638454,0.102756328
72.14,4.901402128,0.103282276
72.16,4.940769238,0.103749055
72.18,4.978242941,0.104314449
72.2,5.014927723,0.104754931
72.22,5.051770289,0.105458386
72.24,5.087508368,0.106004057
72.26,5.123088662,0.106608898
72.28,5.159615661,0.107266333
72.3,5.198430527,0.107772558
72.32,5.236614258,0.108278783
72.34,5.275902477,0.108798156
72.36,5.313612856,0.109278084
72.38,5.35195437,0.109659396
72.4,5.388875829,0.110237939
72.42,5.426428424,0.110836205
72.44,5.464533263,0.111362153
72.46,5.502795886,0.111809209
72.48,5.540506265,0.112453495
72.5,5.577585508,0.112979443
72.52,5.615690347,0.113459371
72.54,5.652454023,0.113991893
72.56,5.689375482,0.114498118
72.58,5.726296941,0.115050364
72.6,5.763770644,0.115635481
72.62,5.800849888,0.116062814
72.64,5.838481375,0.116595336
72.66,5.874771699,0.117193602
72.68,5.911535374,0.117588063
72.7,5.94869351,0.11791678
72.72,5.984116021,0.118534769
72.74,6.019854101,0.118856913
72.76,6.057091128,0.119238225
72.78,6.09566932,0.119586666
72.8,6.13298524,0.120125762
72.82,6.170537836,0.120539946
72.84,6.207853756,0.121131638
72.86,6.248640924,0.121821945
72.88,6.287534685,0.122433359
72.9,6.328479637,0.123005328
72.92,6.367452289,0.123452384
72.94,6.408002782,0.123958609
72.96,6.444687566,0.124359644
72.98,6.482634623,0.124813274
73,6.520108327,0.125194586
73.02,6.559396548,0.125753406
73.04,6.597106928,0.126239908
73.06,6.636710717,0.126614646
73.08,6.673158825,0.127166892
73.1,6.71142145,0.127620522
73.12,6.750709671,0.128021557
73.14,6.78913008,0.128527782
73.16,6.827392705,0.129099751
73.18,6.86644425,0.129665145
73.2,6.902971251,0.130158221
73.22,6.93784152,0.130723615
73.24,6.973500708,0.131275861
73.26,7.010027709,0.131854403
73.28,7.048290335,0.132281736
73.3,7.08694742,0.132899725
73.32,7.126551209,0.133517714
73.34,7.166628351,0.134050236
73.36,7.205679897,0.13437238
73.38,7.244179198,0.134733969
73.4,7.283230744,0.13517445
73.42,7.32386013,0.135555763
73.44,7.36228054,0.135917352
73.46,7.400858734,0.136502469
73.48,7.439594712,0.137100735
73.5,7.478567366,0.137567514
73.52,7.516119963,0.138001421
73.54,7.55556597,0.138487923
73.56,7.596195356,0.138915256
73.58,7.638639259,0.139243973
73.6,7.679741998,0.139651583
73.62,7.721081412,0.139986875
73.64,7.761947475,0.140361613
73.66,7.802182402,0.14084154
73.68,7.84131284,0.141492401
73.7,7.881468875,0.141794821
73.72,7.921546018,0.142353641
73.74,7.961859837,0.142761251
73.76,8.001621412,0.142984779
73.78,8.040909635,0.143293773
73.8,8.079961182,0.143786849
73.82,8.120590569,0.144049823
73.84,8.160588821,0.144266777
73.86,8.200587072,0.144720407
73.88,8.240743107,0.145160888
73.9,8.279715763,0.145640816
73.92,8.31718947,0.146199636
73.94,8.355530989,0.146896517
73.96,8.393793616,0.147251532
73.98,8.432450704,0.147619695
74,8.471186683,0.14803388
74.02,8.509685987,0.148310002
74.04,8.547238586,0.148717612
74.06,8.585422322,0.149223837
74.08,8.624158302,0.149638021
74.1,8.664945474,0.150039056
74.12,8.704785942,0.15055843
74.14,8.745730898,0.150854276
74.16,8.787464775,0.151209291
74.18,8.828251948,0.151820705
74.2,8.86746128,0.152116551
74.22,8.908879589,0.152497863
74.24,8.95156017,0.152866027
74.26,8.992978479,0.153280211
74.28,9.03368676,0.153398549
74.3,9.073921688,0.15379301
74.32,9.112657669,0.154023113
74.34,9.149500241,0.154384702
74.36,9.185001649,0.154864629
74.38,9.221370869,0.155384003
74.4,9.259239038,0.155824485
74.42,9.297186099,0.156317561
74.44,9.335369836,0.156764617
74.46,9.376709253,0.157073611
74.48,9.415524126,0.157369457
74.5,9.453550079,0.15773762
74.52,9.491023788,0.15809921
74.54,9.528576389,0.158677752
74.56,9.566050098,0.159032767
74.58,9.60636392,0.159322039
74.6,9.645494361,0.159670479
74.62,9.686044859,0.16001892
74.64,9.725806437,0.160084663
74.66,9.763595715,0.160452827
74.68,9.803593969,0.160755247
74.7,9.844775603,0.161169431
74.72,9.883038233,0.161432405
74.74,9.922010891,0.16189261
74.76,9.960352413,0.162260773
74.78,9.996879418,0.16275385
74.8,10.03482648,0.162970803
74.82,10.07553476,0.163457305
74.84,10.1156908,0.163825469
74.86,10.15710911,0.164200207
74.88,10.19671291,0.164397437
74.9,10.2343444,0.164785324
74.92,10.27173922,0.165035149
74.94,10.30787177,0.165416461
74.96,10.34621329,0.165679435
74.98,10.38550152,0.166172512
75,10.42510531,0.166501229
75.02,10.46463021,0.166724757
75.04,10.50549628,0.166921988
75.06,10.54407448,0.167270428
75.08,10.58328382,0.167395341
75.1,10.62312429,0.167717484
75.12,10.66091357,0.168269729
75.14,10.70004401,0.168756231
75.16,10.73949002,0.169111246
75.18,10.77680595,0.16963062
75.2,10.81380631,0.170123696
75.22,10.85199005,0.17038667
75.24,10.88985822,0.170656218
75.26,10.92591187,0.170998085
75.28,10.96362226,0.171510884
75.3,11.0027527,0.171892196
75.32,11.04227761,0.172326103
75.34,11.08054024,0.172681118
75.36,11.11959179,0.173088728
75.38,11.1590378,0.173292533
75.4,11.1976949,0.173358276
75.42,11.23587864,0.173647548
75.44,11.27500908,0.173982839
75.46,11.31421842,0.174278685
75.48,11.3529544,0.174554808
75.5,11.38948141,0.175139925
75.52,11.42734958,0.175429196
75.54,11.46458662,0.175685596
75.56,11.50245479,0.176145801
75.58,11.53913958,0.176297011
75.6,11.57779668,0.176336457
75.62,11.61763715,0.176757215
75.64,11.65684649,0.177164825
75.66,11.69479355,0.177197697
75.68,11.73526516,0.177684199
75.7,11.77581566,0.178164126
75.72,11.81510389,0.178328485
75.74,11.85336653,0.178512567
75.76,11.89115581,0.178900453
75.78,11.9278406,0.179084535
75.8,11.96381536,0.179216022
75.82,12.0010524,0.179459273
75.84,12.03923614,0.179820862
75.86,12.07789324,0.180070688
75.88,12.11591919,0.180281067
75.9,12.15489186,0.180544041
75.92,12.19133997,0.180866184
75.94,12.22905036,0.18116203
75.96,12.26502513,0.181411855
75.98,12.30336665,0.181793167
76,12.34131372,0.182213926
76.02,12.37918189,0.182582089
76.04,12.41760231,0.18277932
76.06,12.4583106,0.183062017
76.08,12.49617877,0.183443329
76.1,12.53436252,0.18364056
76.12,12.5731774,0.183778621
76.14,12.61080889,0.184054744
76.16,12.64883485,0.184199379
76.18,12.68717638,0.184297995
76.2,12.72638572,0.184390035
76.22,12.76559506,0.184567543
76.24,12.80614556,0.184606989
76.26,12.84669607,0.184837091
