element_id,el_vol
1, 2.03016305988513e-08
2, 2.0293658309356e-08
3, 2.02910346303042e-08
4, 2.02870271692746e-08
5, 2.02915693137129e-08
6, 2.02997885168088e-08
7, 2.02997441078878e-08
8, 2.03096277573422e-08
9, 2.02897751933051e-08
10, 2.03063628134714e-08
11, 2.02958343464843e-08
12, 2.03028847067799e-08
13, 2.02866559106951e-08
14, 2.02988470476839e-08
15, 2.03048902136516e-08
16, 2.02996446319048e-08
17, 2.03037853196975e-08
18, 2.03047036961834e-08
19, 2.03052881175836e-08
20, 2.02778114299917e-08
21, 2.02939141047409e-08
22, 2.03017371802616e-08
23, 2.02969410167952e-08
24, 2.02837338036943e-08
25, 2.0301589742644e-08
26, 2.03012611166287e-08
27, 2.02992680442549e-08
28, 2.02970582563466e-08
29, 2.03155092748375e-08
30, 2.03103631690738e-08
31, 2.0306300640982e-08
32, 2.02952694650094e-08
33, 2.02990051434426e-08
34, 2.03183283531416e-08
35, 2.03083860839115e-08
36, 2.03142285215563e-08
37, 2.03008578836261e-08
38, 2.02980192653968e-08
39, 2.03028456269294e-08
40, 2.03214582938926e-08
41, 2.03227283890328e-08
42, 2.0315216175959e-08
43, 2.03138927901136e-08
44, 2.0321962779235e-08
45, 2.03115693153677e-08
46, 2.03158929679148e-08
47, 2.03082102245844e-08
48, 2.03070023019336e-08
49, 2.03038581503279e-08
50, 2.03053041047951e-08
51, 2.03067820336855e-08
52, 2.03170067436531e-08
53, 2.0312086235208e-08
54, 2.03095797957076e-08
55, 2.03063645898283e-08
56, 2.02997956222362e-08
57, 2.02994474562956e-08
58, 2.03018792888088e-08
59, 2.0304963044282e-08
60, 2.03123544650907e-08
61, 2.03140135823787e-08
62, 2.03105248175461e-08
63, 2.03159782330431e-08
64, 2.03127132891723e-08
65, 2.03040109170161e-08
66, 2.02965129147969e-08
67, 2.03081995664434e-08
68, 2.03030658951775e-08
69, 2.03051939706711e-08
70, 2.03035899204451e-08
71, 2.03012753274834e-08
72, 2.0304630865553e-08
73, 2.03035952495156e-08
74, 2.03051371272522e-08
75, 2.0305703785084e-08
76, 2.03125445352725e-08
77, 2.03104555396294e-08
78, 2.03021404132642e-08
79, 2.02995735776312e-08
80, 2.03081054195309e-08
81, 2.03137862087033e-08
82, 2.03109156160508e-08
83, 2.03072563209616e-08
84, 2.030175494383e-08
85, 2.0309851578304e-08
86, 2.03098338147356e-08
87, 2.03112424657093e-08
88, 2.03027354928054e-08
89, 2.03067802573287e-08
90, 2.0297408198644e-08
91, 2.03034726808937e-08
92, 2.03031511603058e-08
93, 2.03174526092198e-08
94, 2.03158379008528e-08
95, 2.03082386462938e-08
96, 2.03082670680033e-08
97, 2.03117309638401e-08
98, 2.030730783531e-08
99, 2.0304232961621e-08
100, 2.02899492762754e-08
101, 2.02943741811623e-08
102, 2.03099741469259e-08
103, 2.03024264067153e-08
104, 2.03108232454952e-08
105, 2.03088426076192e-08
106, 2.03239025609037e-08
107, 2.03120951169922e-08
108, 2.02851868635889e-08
109, 2.0287895807769e-08
110, 2.02913170710417e-08
111, 2.03014387523126e-08
112, 2.03031671475173e-08
113, 2.03021066624842e-08
114, 2.02925534154019e-08
115, 2.02973868823619e-08
116, 2.02920560354869e-08
117, 2.02946832672524e-08
118, 2.02975858343279e-08
119, 2.02878691624164e-08
120, 2.03089562944569e-08
121, 2.02987848751945e-08
122, 2.03061780723601e-08
123, 2.02983461150552e-08
124, 2.02963423845404e-08
125, 2.02921004444079e-08
126, 2.02964951512286e-08
127, 2.02980672270314e-08
128, 2.03070786852777e-08
129, 2.03000745102599e-08
130, 2.02830836570911e-08
131, 2.02934504756058e-08
132, 2.03009609123228e-08
133, 2.03003374110722e-08
134, 2.02902814550043e-08
135, 2.02981134123092e-08
136, 2.03027656908716e-08
137, 2.0295560787531e-08
138, 2.03053627245708e-08
139, 2.0312086235208e-08
140, 2.02973602370093e-08
141, 2.02867038723298e-08
142, 2.02887520117656e-08
143, 2.02934060666848e-08
144, 2.02924521630621e-08
145, 2.03066488069226e-08
146, 2.03041121693559e-08
147, 2.02945908966967e-08
148, 2.02944381300085e-08
149, 2.03033660994834e-08
150, 2.03156513833846e-08
151, 2.03018242217468e-08
152, 2.02968042373186e-08
153, 2.02929406611929e-08
154, 2.02876648813799e-08
155, 2.03034282719727e-08
156, 2.03115515517993e-08
157, 2.03057570757892e-08
158, 2.0299344427599e-08
159, 2.03011634170025e-08
160, 2.03065368964417e-08
161, 2.03161523160134e-08
162, 2.03185699376718e-08
163, 2.03109102869803e-08
164, 2.03038528212574e-08
165, 2.03143937227424e-08
166, 2.03059506986847e-08
167, 2.03115089192352e-08
168, 2.03038919011078e-08
169, 2.03047409996771e-08
170, 2.03028331924315e-08
171, 2.03048244884485e-08
172, 2.03139673971009e-08
173, 2.03172909607474e-08
174, 2.03103081020117e-08
175, 2.0305703785084e-08
176, 2.03016696787017e-08
177, 2.03072545446048e-08
178, 2.02936902837791e-08
179, 2.02957188832897e-08
180, 2.03044514535122e-08
181, 2.03112051622156e-08
182, 2.03111270025147e-08
183, 2.03091090611451e-08
184, 2.03093133421817e-08
185, 2.0306522685587e-08
186, 2.03041281565675e-08
187, 2.0298083214243e-08
188, 2.03079544291995e-08
189, 2.02992929132506e-08
190, 2.03043608593134e-08
191, 2.03043963864502e-08
192, 2.03060253056719e-08
193, 2.03088248440508e-08
194, 2.03038190704774e-08
195, 2.03024761447068e-08
196, 2.03056575998062e-08
197, 2.0309940396146e-08
198, 2.0311555104513e-08
199, 2.0301909486875e-08
200, 2.03028349687884e-08
201, 2.03050376512692e-08
202, 2.03098018403125e-08
203, 2.03148697863753e-08
204, 2.03083043714969e-08
205, 2.02981595975871e-08
206, 2.03027585854443e-08
207, 2.03038599266847e-08
208, 2.03085637195954e-08
209, 2.03028562850704e-08
210, 2.03024992373457e-08
211, 2.03020356082106e-08
212, 2.03084500327577e-08
213, 2.03061727432896e-08
214, 2.03084837835377e-08
215, 2.03079633109837e-08
216, 2.03063201809073e-08
217, 2.03100007922785e-08
218, 2.03123935449412e-08
219, 2.03114893793099e-08
220, 2.03058458936312e-08
221, 2.02894767653561e-08
222, 2.02997121334647e-08
223, 2.03082706207169e-08
224, 2.03008756471945e-08
225, 2.03087093808563e-08
226, 2.03124130848664e-08
227, 2.03204582049921e-08
228, 2.03076329086116e-08
229, 2.02931005333085e-08
230, 2.02907433077826e-08
231, 2.02921892622498e-08
232, 2.03039594026677e-08
233, 2.03033874157654e-08
234, 2.03044461244417e-08
235, 2.02987280317757e-08
236, 2.03012291422056e-08
237, 2.02936387694308e-08
238, 2.03002343823755e-08
239, 2.02964294260255e-08
240, 2.02937986415463e-08
241, 2.03024637102089e-08
242, 2.0298735137203e-08
243, 2.0306035963813e-08
244, 2.0305892078909e-08
245, 2.03008845289787e-08
246, 2.02984349328972e-08
247, 2.02965519946474e-08
248, 2.0296722524904e-08
249, 2.03092511696923e-08
250, 2.02930419135328e-08
251, 2.02980121599694e-08
252, 2.03015169120135e-08
253, 2.03116812258486e-08
254, 2.03043448721019e-08
255, 2.02962517903416e-08
256, 2.03110079866065e-08
257, 2.03133723175597e-08
258, 2.02940064752966e-08
259, 2.0301003544887e-08
260, 2.03152499267389e-08
261, 2.02962997519762e-08
262, 2.0301744285689e-08
263, 2.0296180736068e-08
264, 2.03061869541443e-08
265, 2.02982501917859e-08
266, 2.03025507516941e-08
267, 2.02991898845539e-08
268, 2.0308325687779e-08
269, 2.02922514347392e-08
270, 2.03049683733525e-08
271, 2.03056007563873e-08
272, 2.03014689503789e-08
273, 2.0298127623164e-08
274, 2.03010923627289e-08
275, 2.02985876995854e-08
276, 2.02916261571318e-08
277, 2.02963281736857e-08
278, 2.02906544899406e-08
279, 2.03023109435208e-08
280, 2.02906509372269e-08
281, 2.0300969794107e-08
282, 2.03032346490772e-08
283, 2.03075867233338e-08
284, 2.03033660994834e-08
285, 2.03048529101579e-08
286, 2.02998755582939e-08
287, 2.02947223471028e-08
288, 2.02915497737877e-08
289, 2.02939691718029e-08
290, 2.02984562491793e-08
291, 2.0296811342746e-08
292, 2.03069578930126e-08
293, 2.03164738366013e-08
294, 2.03055812164621e-08
295, 2.02966763396262e-08
296, 2.02962429085574e-08
297, 2.0293592584153e-08
298, 2.03004031362752e-08
299, 2.03013730271095e-08
300, 2.03008045929209e-08
301, 2.02978451824265e-08
302, 2.03030836587459e-08
303, 2.03050447566966e-08
304, 2.03037640034154e-08
305, 2.02979535401937e-08
306, 2.03013428290433e-08
307, 2.03035561696652e-08
308, 2.0296180736068e-08
309, 2.03022061384672e-08
310, 2.03080059435479e-08
311, 2.03053556191435e-08
312, 2.02924255177095e-08
313, 2.02981809138691e-08
314, 2.03040908530738e-08
315, 2.03010763755174e-08
316, 2.03033732049107e-08
317, 2.03062651138453e-08
318, 2.0306289982841e-08
319, 2.03046628399761e-08
320, 2.03133332377092e-08
321, 2.03124024267254e-08
322, 2.03020675826338e-08
323, 2.0298724479062e-08
324, 2.02968486462396e-08
325, 2.03032222145794e-08
326, 2.03039665080951e-08
327, 2.02976089269669e-08
328, 2.02983088115616e-08
329, 2.03065031456617e-08
330, 2.03111714114357e-08
331, 2.02947845195922e-08
332, 2.03018011291078e-08
333, 2.03008685417672e-08
334, 2.03039913770908e-08
335, 2.03058601044859e-08
336, 2.03071444104808e-08
337, 2.03060714909498e-08
338, 2.03017318511911e-08
339, 2.03022541001019e-08
340, 2.03124894682105e-08
341, 2.02998702292234e-08
342, 2.02952321615157e-08
343, 2.02991135012098e-08
344, 2.03015968480713e-08
345, 2.03010657173763e-08
346, 2.03020587008496e-08
347, 2.03068779569548e-08
348, 2.03172874080337e-08
349, 2.03017904709668e-08
350, 2.02914627323025e-08
351, 2.02941201621343e-08
352, 2.02964827167307e-08
353, 2.03074197457909e-08
354, 2.0310681136948e-08
355, 2.03055314784706e-08
356, 2.03045509294952e-08
357, 2.02934309356806e-08
358, 2.0290617186447e-08
359, 2.03007690657842e-08
360, 2.02891001777061e-08
361, 2.02948999827868e-08
362, 2.0303016157186e-08
363, 2.03107877183584e-08
364, 2.02970174001393e-08
365, 2.03015364519388e-08
366, 2.03111358842989e-08
367, 2.03158645462054e-08
368, 2.0304442571728e-08
369, 2.03099261852913e-08
370, 2.03035011026031e-08
371, 2.02963210682583e-08
372, 2.02987777697672e-08
373, 2.02986214503653e-08
374, 2.03043608593134e-08
375, 2.02945233951368e-08
376, 2.02944292482243e-08
377, 2.03076471194663e-08
378, 2.03060412928835e-08
379, 2.03008632126966e-08
380, 2.03030818823891e-08
381, 2.0298758229842e-08
382, 2.02998613474392e-08
383, 2.02991898845539e-08
384, 2.02900043433374e-08
385, 2.02950456440476e-08
386, 2.03095709139234e-08
387, 2.02997938458793e-08
388, 2.02978878149906e-08
389, 2.02978327479286e-08
390, 2.02978611696381e-08
391, 2.03028580614273e-08
392, 2.02983194697026e-08
393, 2.03021190969821e-08
394, 2.0296468505876e-08
395, 2.02988381658997e-08
396, 2.03012326949192e-08
397, 2.03068228898928e-08
398, 2.03086489847237e-08
399, 2.02985788178012e-08
400, 2.02984473673951e-08
401, 2.02928500669941e-08
402, 2.03020249500696e-08
403, 2.03028900358504e-08
404, 2.03063112991231e-08
405, 2.03024832501342e-08
406, 2.03070946724893e-08
407, 2.03053200920067e-08
408, 2.02941201621343e-08
409, 2.02906473845132e-08
410, 2.0288293711701e-08
411, 2.02957739503518e-08
412, 2.02949905769856e-08
413, 2.03110932517347e-08
414, 2.03162926482037e-08
415, 2.0309011361519e-08
416, 2.03008827526219e-08
417, 2.02950065641971e-08
418, 2.02976799812404e-08
419, 2.02940757532133e-08
420, 2.0293736469057e-08
421, 2.02909937740969e-08
422, 2.02987173736346e-08
423, 2.03055758873916e-08
424, 2.03033305723466e-08
425, 2.03004546506236e-08
426, 2.02953209793577e-08
427, 2.03017513911163e-08
428, 2.02958858608326e-08
429, 2.02913543745353e-08
430, 2.02933723159049e-08
431, 2.03022789690976e-08
432, 2.03060697145929e-08
433, 2.030281720522e-08
434, 2.03115622099403e-08
435, 2.03016981004112e-08
436, 2.02989394182396e-08
437, 2.02986996100663e-08
438, 2.03027035183823e-08
439, 2.02965839690705e-08
440, 2.02945678040578e-08
441, 2.0302396208649e-08
442, 2.03058121428512e-08
443, 2.03036609747187e-08
444, 2.03025098954868e-08
445, 2.03020835698453e-08
446, 2.02980157126831e-08
447, 2.03021475186915e-08
448, 2.02971861540391e-08
449, 2.02983017061342e-08
450, 2.03014280941716e-08
451, 2.02983247987731e-08
452, 2.03013623689685e-08
453, 2.03006962351537e-08
454, 2.02990317887952e-08
455, 2.03075227744876e-08
456, 2.0313766668778e-08
457, 2.03036005785862e-08
458, 2.0301257563915e-08
459, 2.03020675826338e-08
460, 2.02912069369177e-08
461, 2.02961540907154e-08
462, 2.02956691452982e-08
463, 2.0301998304717e-08
464, 2.02993568620968e-08
465, 2.03010621646627e-08
466, 2.03077572535904e-08
467, 2.03123367015223e-08
468, 2.03090646522242e-08
469, 2.03108161400678e-08
470, 2.02986853992115e-08
471, 2.02939443028072e-08
472, 2.02943315485982e-08
473, 2.03051797598164e-08
474, 2.03012078259235e-08
475, 2.03082457517212e-08
476, 2.03122354491825e-08
477, 2.03184118419131e-08
478, 2.03105017249072e-08
479, 2.03111447660831e-08
480, 2.03059791203941e-08
481, 2.02897023626747e-08
482, 2.03016803368428e-08
483, 2.0308768000632e-08
484, 2.0310725545869e-08
485, 2.03157615175087e-08
486, 2.03033678758402e-08
487, 2.02973406970841e-08
488, 2.02983141406321e-08
489, 2.03080201544026e-08
490, 2.03118784014578e-08
491, 2.03049470570704e-08
492, 2.02980228181104e-08
493, 2.03065386727985e-08
494, 2.03079135729922e-08
495, 2.03114129959658e-08
496, 2.0302628911395e-08
497, 2.03007743948547e-08
498, 2.03010923627289e-08
499, 2.02966941031946e-08
500, 2.03097361151094e-08
501, 2.03111021335189e-08
502, 2.03072065829701e-08
503, 2.03006411680917e-08
504, 2.03040535495802e-08
505, 2.03067429538351e-08
506, 2.03124379538622e-08
507, 2.02906402790859e-08
508, 2.02989625108785e-08
509, 2.03057304304366e-08
510, 2.02966159434936e-08
511, 2.03042151980526e-08
512, 2.03037071599965e-08
513, 2.0304575798491e-08
514, 2.03041636837042e-08
515, 2.03020888989158e-08
516, 2.03020018574307e-08
517, 2.0299077974073e-08
518, 2.02936352167171e-08
519, 2.02985042108139e-08
