element_id,Strain
1, 0.00085385825
1, 0.0008074417
1, 0.0008906763
1, 0.0009431368
1, 0.0006138806
1, 0.0004525593
1, 0.00062743167
1, 0.0005649534
2, 0.0011403379
2, 0.0014480351
2, 0.0010516765
2, 0.0012491475
2, 0.00070062344
2, 0.0011518495
2, 0.00065483525
2, 0.0009958796
3, 0.0015232456
3, 0.0010955425
3, 0.0013872035
3, 0.0010983807
3, 0.0013054623
3, 0.00092557626
3, 0.0010846852
3, 0.00084364385
4, 0.001032248
4, 0.0011659362
4, 0.00094679825
4, 0.0009896639
4, 0.00094633107
4, 0.00095503335
4, 0.00091541896
4, 0.00083329773
5, 0.0010610456
5, 0.0009403961
5, 0.0011474385
5, 0.00113103
5, 0.000827768
5, 0.0007433746
5, 0.0009491749
5, 0.00096902566
6, 0.0006980556
6, 0.0008217049
6, 0.00091958704
6, 0.00096630433
6, 0.00058752304
6, 0.0008332279
6, 0.00078581966
6, 0.0009545937
7, 0.00084393093
7, 0.00077128183
7, 0.00085868104
7, 0.00079352537
7, 0.0008951148
7, 0.0007097136
7, 0.0008694874
7, 0.00069159485
8, 0.0006378713
8, 0.0005330582
8, 0.00064984197
8, 0.0005937459
8, 0.00058067846
8, 0.000795318
8, 0.000461431
8, 0.00072470837
9, 0.0011234024
9, 0.0023043945
9, 0.0010150924
9, 0.001808579
9, 0.0013553086
9, 0.00231329
9, 0.0015113708
9, 0.002081857
10, 0.002727141
10, 0.0025335513
10, 0.002333212
10, 0.0026166611
10, 0.0028241815
10, 0.0024214822
10, 0.0023656557
10, 0.0024401613
11, 0.0020901482
11, 0.0013098293
11, 0.0022421628
11, 0.0012517916
11, 0.001577287
11, 0.0009127436
11, 0.0016988036
11, 0.0008244099
12, 0.00069549587
12, 0.0006793608
12, 0.000912358
12, 0.0006487641
12, 0.00043647617
12, 0.0005035653
12, 0.00060751906
12, 0.00042725576
13, 0.0006975058
13, 0.00029206523
13, 0.00037635316
13, -7.218114e-05
13, 0.000773599
13, 0.00075987395
13, 0.00063338195
13, 0.0005763753
14, 0.0002896809
14, 0.0008614804
14, 5.6863373e-05
14, 0.0009798581
14, 0.00049390463
14, 0.00046719454
14, 0.0003824595
14, 0.00070698623
15, 0.00061758043
15, 0.00016353316
15, 0.0009806652
15, 0.0004996898
15, 0.00031095473
15, 7.641727e-05
15, 0.000586226
15, 0.0003248754
16, 0.00039632834
16, 0.00075766776
16, 0.0004629439
16, 0.0007143272
16, 0.00035556435
16, 0.000688953
16, 0.00031486564
16, 0.0005382738
17, 0.00073903595
17, 0.0005946734
17, 0.00060558296
17, 0.0004588827
17, 0.0006077619
17, 0.00041207238
17, 0.0004147084
17, 0.00021668515
18, 0.00025740816
18, 9.8302575e-05
18, 0.00035950186
18, 0.00022347576
18, 0.00014438455
18, 0.00015736152
18, 0.00022068831
18, 0.00025676403
19, 0.00048682958
19, 0.0011506467
19, 0.0005364888
19, 0.0011761758
19, 0.00049212633
19, 0.0012949016
19, 0.00059197267
19, 0.0013706813
20, 0.0019824835
20, 0.0023047375
20, 0.0020445418
20, 0.002195903
20, 0.0023829308
20, 0.002086357
20, 0.002375117
20, 0.0019076652
21, 0.0023738993
21, 0.0021405795
21, 0.0020071282
21, 0.0017915429
21, 0.0018163617
21, 0.0019147317
21, 0.0012940126
21, 0.0014097714
22, 0.001185638
22, 0.0006790408
22, 0.00095302507
22, 0.0006794459
22, 0.00087507785
22, 0.00032720293
22, 0.000839357
22, 0.00052424707
23, 0.0025847254
23, 0.0023742008
23, 0.00302086
23, 0.0027155555
23, 0.0024031121
23, 0.001737413
23, 0.0028266287
23, 0.002066094
24, 0.001914981
24, 0.0010904773
24, 0.002182134
24, 0.0015735598
24, 0.0014961471
24, 0.0007662229
24, 0.001648109
24, 0.0011342044
25, 0.0004700921
25, 0.0007919281
25, 0.00091736164
25, 0.0007833457
25, -1.6287335e-05
25, 0.00049484917
25, 0.00032185134
25, 0.00037732944
26, 0.0008587079
26, 0.00080295955
26, 0.0006414508
26, 0.00068985444
26, 0.00066701206
26, 0.00077238603
26, 0.00044222493
26, 0.0006517071
27, 0.0008109369
27, 0.0005346544
27, 0.0007592877
27, 0.00045700654
27, 0.00076787925
27, 0.00042003815
27, 0.0007230832
27, 0.00034925176
28, 0.0006375067
28, 0.0010918954
28, 0.00040967832
28, 0.0008685684
28, 0.00051058613
28, 0.0008618387
28, 0.00034427622
28, 0.00070007413
29, 0.0009885163
29, 0.0009533533
29, 0.0011707114
29, 0.0013895512
29, 0.0008118142
29, 0.00084666006
29, 0.0010387735
29, 0.001327654
30, 0.0010817319
30, 0.0013301483
30, 0.0013360507
30, 0.0013096245
30, 0.0009063152
30, 0.0010804252
30, 0.0011960273
30, 0.001095352
31, 0.0006447991
31, -0.0011775857
31, 0.0007249853
31, -0.00061999075
31, 0.00094396505
31, 9.9846795e-05
31, 0.0009239898
31, 0.00055801834
32, -0.00073122006
32, 0.0012513421
32, -0.00074186584
32, 0.0007689779
32, 0.00030028127
32, 0.0012467694
32, 0.00053693843
32, 0.0010118916
33, 0.0018880866
33, 0.0021057434
33, 0.0020554026
33, 0.0025392708
33, 0.0017763607
