time,x,y
144.84,10.89340836,0.169834425
144.86,10.93167099,0.170202588
144.88,10.9701703,0.170478711
144.9,11.00788069,0.170846875
144.92,11.04551218,0.171090125
144.94,11.08535265,0.17144514
144.96,11.12337861,0.171833027
144.98,11.16156235,0.17215517
145,11.20140282,0.17245759
145.02,11.24061216,0.172878349
145.04,11.27745473,0.173022984
145.06,11.31587515,0.173430594
145.08,11.35500559,0.173857927
145.1,11.39311044,0.174147198
145.12,11.43176754,0.174495639
145.14,11.47200247,0.174804633
145.16,11.51105402,0.175100479
145.18,11.54900109,0.175317433
145.2,11.58757929,0.175606704
145.22,11.625053,0.175777637
145.24,11.6636312,0.175988016
145.26,11.70268275,0.176086631
145.28,11.74260212,0.176303585
145.3,11.781417,0.176586282
145.32,11.82220417,0.176934723
145.34,11.8595201,0.17726344
145.36,11.89652046,0.177572435
145.38,11.93257412,0.177901152
145.4,11.96949559,0.178243018
145.42,12.00728487,0.178538864
145.44,12.04728313,0.178874156
145.46,12.08672914,0.179262042
145.48,12.1238084,0.179511868
145.5,12.16285995,0.17974197
145.52,12.1999392,0.180004944
145.54,12.23504616,0.180379682
145.56,12.27180984,0.180662379
145.58,12.31172921,0.181050266
145.6,12.34928182,0.181346111
145.62,12.38675553,0.181556491
145.64,12.42722714,0.181773444
145.66,12.46604202,0.18206929
145.68,12.50398909,0.182233649
145.7,12.54185726,0.182470325
145.72,12.58114549,0.182733299
145.74,12.61838253,0.183002848
145.76,12.65664516,0.183173781
145.78,12.69601229,0.183449903
145.8,12.73530052,0.183811493
145.82,12.77419429,0.184061318
145.84,12.81435033,0.184166508
145.86,12.85379635,0.184429482
145.88,12.89308458,0.184666158
145.9,12.93316173,0.184731902
145.92,12.97252886,0.184922558
145.94,13.01378939,0.185218404
145.96,13.05481325,0.185382762
145.98,13.09307588,0.185540547
146,13.13173298,0.18571148
146.02,13.17228348,0.185941582
146.04,13.20999387,0.186112515
146.06,13.24928211,0.186500402
146.08,13.29156824,0.186750227
146.1,13.33203985,0.187151262
146.12,13.37172254,0.187401088
146.14,13.41266751,0.187657487
146.16,13.45242909,0.18773638
146.18,13.49305849,0.188091394
146.2,13.53274118,0.188321497
146.22,13.57092493,0.188571322
146.24,13.60831975,0.188886891
146.26,13.64760798,0.188926337
146.28,13.684135,0.189163013
146.3,13.72026755,0.18920246
146.32,13.76097584,0.189268203
146.34,13.80152634,0.189360244
146.36,13.84049901,0.189662664
146.38,13.88089173,0.189662664
146.4,13.9227834,0.189873043
146.42,13.9614405,0.190182038
146.44,14.00222768,0.190300376
146.46,14.04072699,0.190491032
146.48,14.07898963,0.19051733
146.5,14.11788341,0.190892067
146.52,14.15732942,0.191095872
146.54,14.19369865,0.191253657
146.56,14.23006788,0.191450887
146.58,14.26525373,0.19192424
146.6,14.29846728,0.19192424
146.62,14.32884071,0.192147768
146.64,14.35945082,0.192384445
146.66,14.38856199,0.19248306
146.68,14.41672644,0.192581675
146.7,14.44473312,0.192719737
146.72,14.47131973,0.192614547
146.74,14.49617072,0.192706588
146.76,14.52275734,0.192693439
146.78,14.54713498,0.192535655
146.8,14.57017146,0.192575101
146.82,14.59218233,0.192726311
146.84,14.61308873,0.192667142
146.86,14.63147057,0.192798629
146.88,14.64953685,0.192877521
146.9,14.66799758,0.193035306
146.92,14.68385488,0.193035306
146.94,14.69994886,0.193179941
146.96,14.7143861,0.193232536
146.98,14.73063786,0.193383746
147,14.74594292,0.193396895
147.02,14.76266803,0.193515233
147.04,14.77860422,0.193659869
147.06,14.79288368,0.193705889
147.08,14.80550641,0.193640146
147.1,14.8164724,0.193666443
147.12,14.8273595,0.193607274
147.14,14.83714212,0.193515233
147.16,14.848187,0.193515233
147.18,14.85820629,0.193712464
147.2,14.8679889,0.193587551
147.22,14.87769262,0.193594125
147.24,14.88644964,0.193620423
147.26,14.89528555,0.193626997
147.28,14.90427924,0.193475787
147.3,14.91279958,0.193534956
147.32,14.92131992,0.193633571
147.34,14.92913023,0.193673017
147.36,14.93709833,0.193817653
147.38,14.94514532,0.193982012
147.4,14.95066776,0.194008309
147.42,14.9562691,0.193889971
147.44,14.96250157,0.193745335
147.46,14.96755066,0.193699315
147.48,14.97133748,0.193561254
147.5,14.97851665,0.193653294
147.52,14.98380242,0.193679592
147.54,14.99027156,0.193995161
147.56,14.99579401,0.193962289
147.58,14.99792409,0.194028032
147.6,15.00123756,0.193935991
147.62,15.00431435,0.193876822
147.64,15.01054682,0.193659869
147.66,15.01251912,0.193679592
147.68,15.02017165,0.193403469
147.7,15.02143392,0.193107623
147.72,15.02403736,0.192686865
147.74,15.01835713,0.192325276
147.76,15.01851492,0.19198341
