time,x,y
32.1,0.000182,-384.1
32.2,0.0,-382.84
32.3,0.0,-382.0
32.4,0.0,-379.55
32.5,0.0,-375.04
32.6,0.000182,-368.05
32.7,0.000182,-359.35
32.8,0.000364,-348.29
32.9,0.000364,-336.69
33.0,0.000547,-323.12
33.1,0.000729,-306.25
33.2,0.000911,-287.26
33.3,0.00109,-266.65
33.4,0.00146,-242.76
33.5,0.00164,-216.79
33.6,0.002,-190.37
33.7,0.00219,-163.99
33.8,0.00255,-134.27
33.9,0.00291,-104.14
34.0,0.00328,-70.26
34.1,0.00382,-33.46
34.2,0.00419,1.68
34.3,0.00473,38.91
34.4,0.00546,76.94
34.5,0.006,112.15
34.6,0.00691,148.7
34.7,0.00782,182.69
34.8,0.00873,211.41
34.9,0.00982,238.11
35.0,0.0109,260.24
35.1,0.012,280.31
35.2,0.0131,296.71
35.3,0.0143,310.63
35.4,0.0154,323.29
35.5,0.0167,334.77
35.6,0.018,344.57
35.7,0.0192,353.54
35.8,0.0205,361.74
35.9,0.0214,365.64
36.0,0.0221,369.96
36.1,0.023,374.32
36.2,0.0235,376.13
36.3,0.0243,380.06
36.4,0.025,381.85
36.5,0.0253,382.38
36.6,0.0259,384.59
36.7,0.0262,385.91
36.8,0.0266,386.83
36.9,0.0268,386.02
37.0,0.027,383.51
37.1,0.027,382.72
37.2,0.0271,381.91
37.3,0.027,377.68
37.4,0.027,372.65
37.5,0.027,368.07
37.6,0.027,361.79
37.7,0.0268,354.16
37.8,0.0268,342.45
37.9,0.0266,329.01
38.0,0.0264,313.54
38.1,0.0262,296.77
38.2,0.0261,277.45
38.3,0.0257,255.23
38.4,0.0255,230.95
38.5,0.0252,206.66
38.6,0.025,180.24
38.7,0.0246,149.3
38.8,0.0243,115.82
38.9,0.0237,81.89
39.0,0.0234,47.66
39.1,0.023,11.69
39.2,0.0225,-23.36
39.3,0.0219,-56.76
39.4,0.0214,-89.35
39.5,0.0207,-122.24
39.6,0.0198,-155.55
39.7,0.0189,-186.34
39.8,0.018,-214.96
39.9,0.0169,-240.27
40.0,0.0156,-262.99
40.1,0.0145,-282.39
40.2,0.0133,-299.6
40.3,0.012,-314.38
40.4,0.0109,-327.03
40.5,0.00963,-338.4
40.6,0.00855,-346.95
40.7,0.00746,-354.57
40.8,0.00637,-362.25
40.9,0.00564,-367.08
41.0,0.00473,-371.88
41.1,0.00401,-375.41
41.2,0.00328,-378.17
41.3,0.00273,-380.51
41.4,0.00219,-382.91
41.5,0.00164,-384.86
41.6,0.00128,-385.62
41.7,0.000911,-386.32
41.8,0.000547,-387.53
41.9,0.000364,-387.04
42.0,0.000182,-387.84
42.1,0.0,-385.35
42.2,0.0,-382.45
42.3,0.0,-381.23
42.4,0.0,-379.55
42.5,0.0,-373.75
42.6,0.000182,-368.44
42.7,0.000182,-360.64
42.8,0.000364,-349.07
42.9,0.000364,-335.91
43.0,0.000547,-321.89
43.1,0.000729,-303.74
43.2,0.000911,-283.58
43.3,0.00109,-263.81
43.4,0.00146,-240.31
43.5,0.00164,-214.34
43.6,0.002,-187.08
43.7,0.00237,-158.65
43.8,0.00255,-131.82
43.9,0.00291,-100.4
44.0,0.00328,-68.58
44.1,0.00382,-33.91
44.2,0.00419,2.07
44.3,0.00473,38.45
44.4,0.00528,74.48
44.5,0.006,110.92
44.6,0.00691,147.4
44.7,0.00764,180.22
44.8,0.00855,208.93
44.9,0.00963,235.56
45.0,0.0107,258.98
45.1,0.012,279.92
45.2,0.0133,297.97
45.3,0.0143,311.47
45.4,0.0169,335.59
45.5,0.0169,335.59
45.6,0.018,344.57
45.7,0.0192,353.15
45.8,0.0201,358.74
45.9,0.0221,369.96
46.0,0.0221,369.96
46.1,0.023,373.54
46.2,0.0237,377.01
46.3,0.0244,379.64
46.4,0.0255,383.2
46.5,0.0255,383.2
46.6,0.0259,383.74
46.7,0.0262,385.05
46.8,0.0266,385.52
46.9,0.0268,383.08
47.0,0.0268,383.08
47.1,0.027,381.41
47.2,0.027,380.17
47.3,0.027,376.44
47.4,0.0268,365.48
47.5,0.0268,365.48
47.6,0.0268,357.96
47.7,0.0266,349.55
47.8,0.0266,337.84
47.9,0.0262,310.57
48.0,0.0262,310.57
48.1,0.0261,294.65
48.2,0.0259,276.57
48.3,0.0257,256.08
48.4,0.0252,210.39
48.5,0.0252,210.39
48.6,0.0248,183.16
48.7,0.0246,153.48
48.8,0.0243,121.64
48.9,0.0234,55.17
49.0,0.0234,55.17
49.1,0.023,19.19
49.2,0.0225,-14.23
49.3,0.0219,-45.08
49.4,0.0207,-113.51
49.5,0.0207,-113.51
49.6,0.0199,-148.07
49.7,0.019,-180.11
49.8,0.018,-210.01
49.9,0.0158,-260.48
50.0,0.0158,-260.48
50.1,0.0147,-280.34
50.2,0.0134,-298.0
50.3,0.0122,-313.18
50.4,0.00963,-337.63
50.5,0.00963,-337.63
50.6,0.00855,-346.95
50.7,0.00746,-354.57
50.8,0.00655,-361.06
50.9,0.00473,-373.11
51.0,0.00473,-373.11
51.1,0.00401,-376.25
51.2,0.00328,-378.56
51.3,0.00273,-380.96
51.4,0.00164,-385.7
51.5,0.00164,-385.7
51.6,0.00128,-387.69
51.7,0.000911,-387.61
51.8,0.000547,-388.31
51.9,0.000182,-387.0
52.0,0.000182,-387.0
52.1,0.0,-385.35
52.2,0.0,-384.06
52.3,0.0,-383.68
52.4,0.0,-378.33
52.5,0.0,-378.33
52.6,0.0,-372.14
52.7,0.000182,-364.31
52.8,0.000182,-354.0
52.9,0.000547,-326.4
53.0,0.000547,-326.4
53.1,0.000729,-309.15
53.2,0.000911,-290.16
53.3,0.00109,-269.16
53.4,0.00164,-219.69
53.5,0.00164,-219.69
53.6,0.002,-192.89
53.7,0.00219,-163.99
53.8,0.00255,-132.59
53.9,0.00291,-102.46
54.0,0.00328,-70.26
54.1,0.00382,-35.14
54.2,0.00419,-0.39
54.3,0.00473,34.32
54.4,0.00528,71.18
54.5,0.006,107.23
54.6,0.00673,142.47
54.7,0.00764,176.07
54.8,0.00855,206.41
54.9,0.00963,233.49
55.0,0.0107,256.9
