cycleNo	real_time	time	sim_strain_normal	sim_strain	strain	strain_t	force	stress	Stress_Phase1	Stress_Phase2	stress_t	Stress_Phase1_t	Stress_Phase2_t	Strain_Phase1_t	Strain_Phase2_t
0	2.4	0.0001	0.000001	0.00001	0.000001	0.00001	0.002037183	2.263536968	1.77E+00	4.13E+00	2.26	1.77	4.13	0.00E+00	0.00E+00
0	2.5	0.1	0.00667	0.0001	0.0001	9.9995E-05	0.004488169	4.986854884	3.90E+00	9.09E+00	4.99	3.90	9.09	7.81E-05	1.82E-04
0	2.6	0.2	0.00667	0.0001	0.0001	9.9995E-05	0.007957747	8.841941283	6.91E+00	1.61E+01	8.84	6.91	16.12	7.81E-05	1.82E-04
0	2.7	0.3	0.00667	0.0001	0.0001	9.9995E-05	0.012032114	13.36901522	1.04E+01	2.44E+01	13.37	10.45	24.37	7.81E-05	1.82E-04
0	2.8	0.4	0.01333	0.0002	0.0002	0.00019998	0.016711269	18.56807669	1.45E+01	3.38E+01	18.57	14.51	33.85	1.56E-04	3.64E-04
0	2.9	0.5	0.01333	0.0002	0.0002	0.00019998	0.02221803	24.68670006	1.93E+01	4.50E+01	24.69	19.29	45.00	1.56E-04	3.64E-04
0	3	0.6	0.02000	0.0003	0.0003	0.000299955	0.027501974	30.55774907	2.39E+01	5.57E+01	30.57	23.88	55.71	2.34E-04	5.47E-04
0	3.1	0.7	0.02667	0.0004	0.0004	0.00039992	0.033613524	37.34835998	2.92E+01	6.81E+01	37.36	29.19	68.10	3.12E-04	7.29E-04
0	3.2	0.8	0.02667	0.0004	0.0004	0.00039992	0.039534088	43.92676429	3.43E+01	8.01E+01	43.94	34.34	80.09	3.12E-04	7.29E-04
0	3.3	0.9	0.03333	0.0005	0.0005	0.000499875	0.045836624	50.92958179	3.98E+01	9.28E+01	50.96	39.81	92.87	3.91E-04	9.11E-04
0	3.4	1	0.04000	0.0006	0.0006	0.00059982	0.052361976	58.17997364	4.55E+01	1.06E+02	58.21	45.49	106.10	4.69E-04	1.09E-03
0	3.5	1.1	0.04667	0.0007	0.0007	0.000699755	0.058664512	65.18279114	5.09E+01	1.19E+02	65.23	50.96	118.89	5.47E-04	1.28E-03
0	3.6	1.2	0.05333	0.0008	0.0008	0.00079968	0.065380851	72.64538958	5.68E+01	1.32E+02	72.70	56.81	132.51	6.25E-04	1.46E-03
0	3.7	1.3	0.06667	0.001	0.001	0.0009995	0.072320006	80.35556238	6.28E+01	1.46E+02	80.44	62.85	146.60	7.81E-04	1.82E-03
0	3.8	1.4	0.07333	0.0011	0.0011	0.001099395	0.078845359	87.60595423	6.84E+01	1.60E+02	87.70	68.52	159.85	8.59E-04	2.00E-03
0	3.9	1.5	0.08667	0.0013	0.0013	0.001299156	0.085147895	94.60877173	7.39E+01	1.72E+02	94.73	74.02	172.66	1.02E-03	2.37E-03
0	4	1.6	0.09333	0.0014	0.0014	0.001399021	0.091673247	101.8591636	7.96E+01	1.86E+02	102.00	79.70	185.91	1.09E-03	2.55E-03
0	4.1	1.7	0.10667	0.0016	0.0016	0.001598721	0.097784797	108.6497745	8.49E+01	1.98E+02	108.82	85.03	198.34	1.25E-03	2.91E-03
0	4.2	1.8	0.11333	0.0017	0.0017	0.001698557	0.103291558	114.7683979	8.97E+01	2.09E+02	114.96	89.82	209.53	1.33E-03	3.10E-03
0	4.3	1.9	0.12667	0.0019	0.0019	0.001898197	0.108575502	120.6394469	9.43E+01	2.20E+02	120.87	94.44	220.30	1.48E-03	3.46E-03
0	4.4	2	0.14000	0.0021	0.0021	0.002097798	0.114082263	126.7580702	9.90E+01	2.31E+02	127.02	99.25	231.52	1.64E-03	3.82E-03
0	4.5	2.1	0.15333	0.0023	0.0023	0.002297359	0.119175221	132.4169127	1.03E+02	2.41E+02	132.72	103.70	241.90	1.79E-03	4.19E-03
0	4.6	2.2	0.16667	0.0025	0.0025	0.00249688	0.123854377	137.6159741	1.08E+02	2.51E+02	137.96	107.79	251.45	1.95E-03	4.55E-03
0	4.7	2.3	0.17333	0.0026	0.0026	0.002596626	0.128342546	142.602829	1.11E+02	2.60E+02	142.97	111.71	260.59	2.03E-03	4.73E-03
0	4.8	2.4	0.19333	0.0029	0.0029	0.002895803	0.132607899	147.3421095	1.15E+02	2.69E+02	147.77	115.46	269.33	2.26E-03	5.28E-03
0	4.9	2.5	0.20667	0.0031	0.0031	0.003095205	0.136300293	151.4447703	1.18E+02	2.76E+02	151.91	118.70	276.88	2.42E-03	5.64E-03
0	5	2.6	0.22000	0.0033	0.0033	0.003294567	0.139547054	155.0522823	1.21E+02	2.83E+02	155.56	121.55	283.53	2.57E-03	6.00E-03
0	5.1	2.7	0.23333	0.0035	0.0035	0.003493889	0.142602829	158.4475878	1.24E+02	2.89E+02	159.00	124.23	289.80	2.73E-03	6.37E-03
0	5.2	2.8	0.24667	0.0037	0.0037	0.003693172	0.145053815	161.1709057	1.26E+02	2.94E+02	161.77	126.39	294.84	2.89E-03	6.73E-03
0	5.3	2.9	0.26667	0.004	0.004	0.003992021	0.147695787	164.1064302	1.28E+02	2.99E+02	164.76	128.73	300.30	3.12E-03	7.28E-03
0	5.4	3	0.28667	0.0043	0.0043	0.004290781	0.149541985	166.1577606	1.30E+02	3.03E+02	166.87	130.38	304.14	3.35E-03	7.82E-03
0	5.5	3.1	0.30667	0.0046	0.0046	0.004589452	0.150942548	167.7139423	1.31E+02	3.06E+02	168.49	131.64	307.08	3.59E-03	8.36E-03
0	5.6	3.2	0.32000	0.0048	0.0048	0.004788517	0.15196114	168.8457107	1.32E+02	3.08E+02	169.66	132.56	309.22	3.74E-03	8.73E-03
0	5.7	3.3	0.32667	0.0049	0.0049	0.004888034	0.152979731	169.9774792	1.33E+02	3.10E+02	170.81	133.46	311.32	3.82E-03	8.91E-03
0	5.8	3.4	0.34000	0.0051	0.0051	0.005087039	0.154412126	171.5690287	1.34E+02	3.13E+02	172.44	134.74	314.30	3.97E-03	9.27E-03
0	5.9	3.5	0.36000	0.0054	0.0054	0.005385472	0.155653534	172.9483715	1.35E+02	3.15E+02	173.88	135.86	316.92	4.21E-03	9.82E-03
0	6	3.6	0.36667	0.0055	0.0055	0.00548493	0.156035506	173.3727847	1.35E+02	3.16E+02	174.33	136.21	317.73	4.29E-03	1.00E-02
0	6.1	3.7	0.38000	0.0057	0.0057	0.005683816	0.157054098	174.5045532	1.36E+02	3.18E+02	175.50	137.12	319.87	4.44E-03	1.04E-02
0	6.2	3.8	0.39333	0.0059	0.0059	0.005882663	0.158072689	175.6363216	1.37E+02	3.20E+02	176.67	138.04	322.01	4.60E-03	1.07E-02
0	6.3	3.9	0.40000	0.006	0.006	0.005982072	0.158486492	176.0961026	1.38E+02	3.21E+02	177.15	138.41	322.88	4.67E-03	1.09E-02
0	6.4	4	0.41333	0.0062	0.0062	0.006180859	0.159091281	176.7680901	1.38E+02	3.22E+02	177.86	138.97	324.18	4.83E-03	1.13E-02
0	6.5	4.1	0.42667	0.0064	0.0064	0.006379607	0.160109873	177.8998586	1.39E+02	3.24E+02	179.04	139.89	326.32	4.98E-03	1.16E-02
0	6.6	4.2	0.43333	0.0065	0.0065	0.006478966	0.160937478	178.8194205	1.40E+02	3.26E+02	179.98	140.63	328.04	5.06E-03	1.18E-02
0	6.7	4.3	0.45333	0.0068	0.0068	0.006776984	0.162369873	180.4109699	1.41E+02	3.29E+02	181.64	141.92	331.06	5.30E-03	1.24E-02
0	6.8	4.4	0.46667	0.007	0.007	0.006975614	0.162783676	180.8707509	1.41E+02	3.30E+02	182.14	142.31	331.97	5.45E-03	1.27E-02
0	6.9	4.5	0.47333	0.0071	0.0071	0.007074914	0.162974662	181.0829575	1.41E+02	3.30E+02	182.37	142.49	332.39	5.53E-03	1.29E-02
0	7	4.6	0.48667	0.0073	0.0073	0.007273484	0.162974662	181.0829575	1.41E+02	3.30E+02	182.40	142.52	332.45	5.68E-03	1.33E-02
0	7.1	4.7	0.49333	0.0074	0.0074	0.007372754	0.163802267	182.0025194	1.42E+02	3.32E+02	183.35	143.26	334.18	5.76E-03	1.34E-02
0	7.2	4.8	0.50000	0.0075	0.0075	0.007472015	0.163579451	181.754945	1.42E+02	3.31E+02	183.12	143.08	333.75	5.84E-03	1.36E-02
0	7.3	4.9	0.50667	0.0076	0.0076	0.007571265	0.163802267	182.0025194	1.42E+02	3.32E+02	183.39	143.28	334.24	5.92E-03	1.38E-02
0	7.4	5	0.50667	0.0076	0.0076	0.007571265	0.163579451	181.754945	1.42E+02	3.31E+02	183.14	143.09	333.79	5.92E-03	1.38E-02
10	72	5.7	0.69389	0.010408408	0.0098	0.009752291	0.173765367	193.0726299	1.51E+02	3.52E+02	194.96	152.33	355.35	7.62E-03	1.78E-02
10	72.1	5.8	0.72245	0.010836747	0.0103	0.010247316	0.175006775	194.4519727	1.52E+02	3.54E+02	196.45	153.50	358.06	8.01E-03	1.87E-02
10	72.2	5.9	0.75013	0.011251918	0.0109	0.010841023	0.176821142	196.4679353	1.54E+02	3.58E+02	198.61	155.18	361.99	8.47E-03	1.98E-02
10	72.3	6	0.77682	0.011652281	0.0114	0.01133551	0.177648747	197.3874972	1.54E+02	3.60E+02	199.64	155.98	363.86	8.86E-03	2.07E-02
10	72.4	6.1	0.80242	0.012036257	0.0119	0.011829752	0.178858325	198.7314723	1.55E+02	3.62E+02	201.10	157.12	366.52	9.24E-03	2.16E-02
10	72.5	6.2	0.82682	0.012402331	0.0123	0.01222497	0.179876917	199.8632408	1.56E+02	3.64E+02	202.32	158.08	368.75	9.55E-03	2.23E-02
10	72.6	6.3	0.84994	0.012749057	0.0128	0.012718772	0.181118325	201.2425836	1.57E+02	3.67E+02	203.82	159.25	371.48	9.94E-03	2.32E-02
10	72.7	6.4	0.87167	0.013075068	0.0133	0.013212331	0.182136917	202.3743521	1.58E+02	3.69E+02	205.07	160.22	373.76	1.03E-02	2.41E-02
10	72.8	6.5	0.89194	0.013379076	0.0137	0.013607003	0.182741706	203.0463396	1.59E+02	3.70E+02	205.83	160.82	375.15	1.06E-02	2.48E-02
10	72.9	6.6	0.91066	0.013659883	0.014	0.013902905	0.182932692	203.2585462	1.59E+02	3.70E+02	206.10	161.04	375.65	1.09E-02	2.53E-02
10	73	6.7	0.92776	0.013916379	0.0143	0.014198719	0.183760297	204.1781081	1.60E+02	3.72E+02	207.10	161.81	377.46	1.11E-02	2.59E-02
10	73.1	6.8	0.94317	0.014147552	0.0145	0.01439588	0.1841741	204.6378891	1.60E+02	3.73E+02	207.61	162.21	378.38	1.12E-02	2.62E-02
10	73.2	6.9	0.95683	0.014352491	0.0148	0.014691549	0.184365086	204.8500956	1.60E+02	3.73E+02	207.88	162.42	378.89	1.15E-02	2.68E-02
10	73.3	7	0.96869	0.014530386	0.0149	0.014790085	0.184778889	205.3098766	1.60E+02	3.74E+02	208.37	162.80	379.78	1.16E-02	2.70E-02
10	73.4	7.1	0.97870	0.014680536	0.0151	0.01498713	0.184778889	205.3098766	1.60E+02	3.74E+02	208.41	162.84	379.85	1.17E-02	2.73E-02
10	73.5	7.2	0.98682	0.014802347	0.0152	0.015085637	0.1841741	204.6378891	1.60E+02	3.73E+02	207.75	162.32	378.65	1.18E-02	2.75E-02
10	73.6	7.3	0.99302	0.014895339	0.0153	0.015184135	0.184365086	204.8500956	1.60E+02	3.73E+02	207.98	162.50	379.08	1.19E-02	2.77E-02
10	73.7	7.4	0.99728	0.014959145	0.0154	0.015282624	0.183760297	204.1781081	1.60E+02	3.72E+02	207.32	161.99	377.87	1.19E-02	2.79E-02
10	73.8	7.5	0.99957	0.014993514	0.0154	0.015282624	0.182327903	202.5865587	1.58E+02	3.69E+02	205.71	160.72	374.92	1.19E-02	2.79E-02
10	73.9	7.6	0.99989	0.014998308	0.0154	0.015282624	0.181500297	201.6669968	1.58E+02	3.68E+02	204.77	159.99	373.22	1.19E-02	2.79E-02
10	74	7.7	0.99823	0.014973511	0.0154	0.015282624	0.18029072	200.3230217	1.57E+02	3.65E+02	203.41	158.93	370.73	1.19E-02	2.79E-02
10	74.1	7.8	0.99461	0.014919219	0.0154	0.015282624	0.178858325	198.7314723	1.55E+02	3.62E+02	201.79	157.67	367.79	1.19E-02	2.79E-02
10	74.2	7.9	0.98904	0.014835646	0.0154	0.015282624	0.176216353	195.7959478	1.53E+02	3.57E+02	198.81	155.34	362.36	1.19E-02	2.79E-02
10	74.3	8	0.98154	0.014723123	0.0153	0.015184135	0.173160578	192.4006423	1.50E+02	3.51E+02	195.34	152.63	356.04	1.19E-02	2.77E-02
10	74.4	8.1	0.97214	0.014582094	0.0153	0.015184135	0.169086212	187.8735684	1.47E+02	3.42E+02	190.75	149.04	347.66	1.19E-02	2.77E-02
10	74.5	8.2	0.96087	0.014413115	0.0152	0.015085637	0.163802267	182.0025194	1.42E+02	3.32E+02	184.77	144.37	336.76	1.18E-02	2.75E-02
10	74.6	8.3	0.94779	0.014216853	0.0152	0.015085637	0.157690718	175.2119085	1.37E+02	3.19E+02	177.88	138.98	324.20	1.18E-02	2.75E-02
10	74.7	8.4	0.93294	0.013994083	0.0151	0.01498713	0.14973297	166.3699672	1.30E+02	3.03E+02	168.88	131.95	307.81	1.17E-02	2.73E-02
10	74.8	8.5	0.91638	0.013745684	0.0149	0.014790085	0.140565646	156.1840508	1.22E+02	2.85E+02	158.51	123.85	288.91	1.16E-02	2.70E-02
10	74.9	8.6	0.89818	0.013472635	0.0148	0.014691549	0.131398321	145.9981345	1.14E+02	2.66E+02	148.16	115.76	270.04	1.15E-02	2.68E-02
10	75	8.7	0.87840	0.013176016	0.0147	0.014593002	0.121403391	134.8926562	1.05E+02	2.46E+02	136.88	106.94	249.47	1.14E-02	2.66E-02
10	75.1	8.8	0.85713	0.012856996	0.0146	0.014494446	0.109816911	122.0187897	9.53E+01	2.22E+02	123.80	96.73	225.64	1.13E-02	2.64E-02
10	75.2	8.9	0.83446	0.012516834	0.0144	0.014297305	0.096766205	107.518006	8.40E+01	1.96E+02	109.07	85.22	198.79	1.12E-02	2.61E-02
10	75.3	9	0.81046	0.012156873	0.0142	0.014100124	0.082919725	92.13302817	7.20E+01	1.68E+02	93.44	73.01	170.31	1.10E-02	2.57E-02
10	75.4	9.1	0.78524	0.011778533	0.014	0.013902905	0.068436626	76.04069503	5.94E+01	1.39E+02	77.11	60.24	140.53	1.09E-02	2.53E-02
10	75.5	9.2	0.75889	0.011383308	0.0138	0.013705647	0.052552962	58.39218023	4.56E+01	1.06E+02	59.20	46.25	107.90	1.07E-02	2.50E-02
10	75.6	9.3	0.73152	0.010972758	0.0136	0.01350835	0.03606451	40.07167789	3.13E+01	7.30E+01	40.62	31.74	74.03	1.06E-02	2.46E-02
10	75.7	9.4	0.70323	0.010548502	0.0133	0.013212331	0.018939438	21.04382025	1.64E+01	3.84E+01	21.32	16.66	38.86	1.03E-02	2.41E-02
10	75.8	9.5	0.67415	0.010112215	0.013	0.012916225	0.002228169	2.475743559	1.93E+00	4.51E+00	2.51	1.96	4.57	1.01E-02	2.35E-02
10	75.9	9.6	0.64437	0.009665619	0.0127	0.012620031	-0.014260283	-15.84475878	-1.24E+01	-2.89E+01	-16.05	-12.54	-29.25	9.86E-03	2.30E-02
10	76	9.7	0.61403	0.009210476	0.0124	0.01232375	-0.029125355	-32.3615051	-2.53E+01	-5.90E+01	-32.76	-25.60	-59.71	9.63E-03	2.25E-02
10	76.1	9.8	0.58324	0.008748582	0.012	0.011928571	-0.04379944	-48.66604482	-3.80E+01	-8.87E+01	-49.25	-38.48	-89.76	9.32E-03	2.17E-02
10	76.2	9.9	0.55212	0.008281761	0.0116	0.011533236	-0.058473526	-64.97058455	-5.08E+01	-1.18E+02	-65.72	-51.35	-119.79	9.01E-03	2.10E-02
10	76.3	10	0.52079	0.007811855	0.0111	0.011038847	-0.072924795	-81.02754992	-6.33E+01	-1.48E+02	-81.93	-64.01	-149.32	8.62E-03	2.01E-02
10	76.4	10.1	0.48938	0.007340718	0.0105	0.010445258	-0.086166486	-95.74054021	-7.48E+01	-1.74E+02	-96.75	-75.59	-176.33	8.16E-03	1.90E-02
10	76.5	10.2	0.45801	0.00687021	0.0099	0.009851316	-0.0981986	-109.1095554	-8.53E+01	-1.99E+02	-110.19	-86.09	-200.83	7.70E-03	1.80E-02
10	76.6	10.3	0.42681	0.006402187	0.0092	0.009157938	-0.109594094	-121.7712153	-9.51E+01	-2.22E+02	-122.89	-96.02	-223.98	7.16E-03	1.67E-02
10	76.7	10.4	0.39590	0.005938496	0.0085	0.008464078	-0.118984235	-132.2047061	-1.03E+02	-2.41E+02	-133.33	-104.17	-243.01	6.61E-03	1.54E-02
10	76.8	10.5	0.36540	0.005480969	0.0078	0.007769737	-0.126910152	-141.0112796	-1.10E+02	-2.57E+02	-142.11	-111.04	-259.01	6.07E-03	1.42E-02
10	76.9	10.6	0.33543	0.005031409	0.0071	0.007074914	-0.134040293	-148.933659	-1.16E+02	-2.71E+02	-149.99	-117.19	-273.38	5.53E-03	1.29E-02
10	77	10.7	0.30611	0.004591592	0.0064	0.006379607	-0.140151843	-155.7242699	-1.22E+02	-2.84E+02	-156.72	-122.45	-285.64	4.98E-03	1.16E-02
10	177.7	10.8	0.27755	0.004163253	0.0028	0.002796087	-0.179876917	-199.8632408	-1.56E+02	-3.64E+02	-200.42	-156.60	-365.29	2.18E-03	5.10E-03
10	177.8	10.9	0.24987	0.003748082	0.0024	0.002397125	-0.181723114	-201.9145711	-1.58E+02	-3.68E+02	-202.40	-158.14	-368.90	1.87E-03	4.37E-03
10	177.9	11	0.22318	0.003347719	0.002	0.001998003	-0.183760297	-204.1781081	-1.60E+02	-3.72E+02	-204.59	-159.85	-372.88	1.56E-03	3.64E-03
10	178	11.1	0.19758	0.002963743	0.0016	0.001598721	-0.185574664	-206.1940707	-1.61E+02	-3.76E+02	-206.52	-161.36	-376.41	1.25E-03	2.91E-03
10	178.1	11.2	0.17318	0.002597669	0.0013	0.001299156	-0.186593255	-207.3258392	-1.62E+02	-3.78E+02	-207.60	-162.20	-378.37	1.02E-03	2.37E-03
10	178.2	11.3	0.15006	0.002250943	0.001	0.0009995	-0.187229875	-208.0331945	-1.63E+02	-3.79E+02	-208.24	-162.71	-379.54	7.81E-04	1.82E-03
10	178.3	11.4	0.12833	0.001924932	0.0008	0.00079968	-0.18802565	-208.9173886	-1.63E+02	-3.81E+02	-209.08	-163.36	-381.08	6.25E-04	1.46E-03
10	178.4	11.5	0.10806	0.001620924	0.0006	0.00059982	-0.188630439	-209.5893762	-1.64E+02	-3.82E+02	-209.72	-163.86	-382.23	4.69E-04	1.09E-03
10	178.5	11.6	0.08934	0.001340117	0.0004	0.00039992	-0.189044241	-210.0491571	-1.64E+02	-3.83E+02	-210.13	-164.18	-382.99	3.12E-04	7.29E-04
10	178.6	11.7	0.07224	0.001083621	0.0003	0.000299955	-0.18964903	-210.7211447	-1.65E+02	-3.84E+02	-210.78	-164.69	-384.18	2.34E-04	5.47E-04
10	178.7	11.8	0.05683	0.000852448	0.0001	9.9995E-05	-0.18964903	-210.7211447	-1.65E+02	-3.84E+02	-210.74	-164.66	-384.10	7.81E-05	1.82E-04
10	178.8	11.9	0.04317	0.000647509	0.0001	9.9995E-05	-0.189267058	-210.2967315	-1.64E+02	-3.83E+02	-210.32	-164.33	-383.33	7.81E-05	1.82E-04
10	178.9	12	0.03131	0.000469614	0.00001	0.00001	-0.189044241	-210.0491571	-1.64E+02	-3.83E+02	-210.05	-164.12	-382.84	0.00E+00	0.00E+00
10	179	12.1	0.02130	0.000319464	-0.0001	-0.000100005	-0.188630439	-209.5893762	-1.64E+02	-3.82E+02	-209.57	-163.74	-381.96	-7.81E-05	-1.82E-04
10	179.1	12.2	0.01318	0.000197653	-0.0001	-0.000100005	-0.187611847	-208.4576077	-1.63E+02	-3.80E+02	-208.44	-162.86	-379.90	-7.81E-05	-1.82E-04
10	179.2	12.3	0.00698	0.000104661	-0.0001	-0.000100005	-0.185797481	-206.4416451	-1.61E+02	-3.76E+02	-206.42	-161.28	-376.23	-7.81E-05	-1.82E-04
10	179.3	12.4	0.00272	4.08546E-05	-0.0001	-0.000100005	-0.185797481	-206.4416451	-1.61E+02	-3.76E+02	-206.42	-161.28	-376.23	-7.81E-05	-1.82E-04
10	179.4	12.5	0.00043	6.48637E-06	-0.0001	-0.000100005	-0.183951283	-204.3903147	-1.60E+02	-3.73E+02	-204.37	-159.68	-372.49	-7.81E-05	-1.82E-04
10	179.5	12.6	0.00011	1.69157E-06	0.00001	0.00001	-0.177234945	-196.9277163	-1.54E+02	-3.59E+02	-196.93	-153.87	-358.92	0.00E+00	0.00E+00
10	179.6	12.7	0.00177	2.64892E-05	0.0001	9.9995E-05	-0.171537198	-190.5968863	-1.49E+02	-3.47E+02	-190.62	-148.93	-347.42	7.81E-05	1.82E-04
10	179.7	12.8	0.00539	8.07813E-05	0.0002	0.00019998	-0.164598042	-182.8867135	-1.43E+02	-3.33E+02	-182.92	-142.92	-333.40	1.56E-04	3.64E-04
10	179.8	12.9	0.01096	0.000164354	0.0002	0.00019998	-0.164598042	-182.8867135	-1.43E+02	-3.33E+02	-182.92	-142.92	-333.40	1.56E-04	3.64E-04
10	179.9	13	0.01846	0.000276877	0.0002	0.00019998	-0.157276915	-174.7521275	-1.37E+02	-3.19E+02	-174.79	-136.57	-318.57	1.56E-04	3.64E-04
10	180	13.1	0.02786	0.000417906	0.0004	0.00039992	-0.139356068	-154.8400757	-1.21E+02	-2.82E+02	-154.90	-121.03	-282.33	3.12E-04	7.29E-04
10	180.1	13.2	0.03913	0.000586885	0.0006	0.00059982	-0.12815156	-142.3906224	-1.11E+02	-2.60E+02	-142.48	-111.32	-259.68	4.69E-04	1.09E-03
10	180.2	13.3	0.05221	0.000783147	0.0007	0.000699755	-0.115514658	-128.3496197	-1.00E+02	-2.34E+02	-128.44	-100.35	-234.10	5.47E-04	1.28E-03
10	180.3	13.4	0.06706	0.001005917	0.0007	0.000699755	-0.115514658	-128.3496197	-1.00E+02	-2.34E+02	-128.44	-100.35	-234.10	5.47E-04	1.28E-03
10	180.4	13.5	0.08362	0.001254316	0.0009	0.000899595	-0.10205015	-113.389055	-8.86E+01	-2.07E+02	-113.49	-88.67	-206.85	7.03E-04	1.64E-03
10	180.5	13.6	0.10182	0.001527365	0.0012	0.001199281	-0.073147612	-81.27512427	-6.35E+01	-1.48E+02	-81.37	-63.58	-148.31	9.37E-04	2.19E-03
10	180.6	13.7	0.12160	0.001823984	0.0014	0.001399021	-0.059078315	-65.64257208	-5.13E+01	-1.20E+02	-65.73	-51.36	-119.81	1.09E-03	2.55E-03
10	180.7	13.8	0.14287	0.002143004	0.0016	0.001598721	-0.043608454	-48.45383823	-3.79E+01	-8.83E+01	-48.53	-37.92	-88.45	1.25E-03	2.91E-03
10	180.8	13.9	0.16554	0.002483166	0.0016	0.001598721	-0.043608454	-48.45383823	-3.79E+01	-8.83E+01	-48.53	-37.92	-88.45	1.25E-03	2.91E-03
10	180.9	14	0.18954	0.002843127	0.0018	0.001798382	-0.027088171	-30.09796813	-2.35E+01	-5.49E+01	-30.15	-23.56	-54.96	1.41E-03	3.28E-03
10	181	14.1	0.21476	0.003221467	0.0023	0.002297359	0.009358311	10.39812295	8.12E+00	1.90E+01	10.42	8.14	19.00	1.79E-03	4.19E-03
10	181.1	14.2	0.24111	0.003616692	0.0026	0.002596626	0.02769296	30.76995566	2.40E+01	5.61E+01	30.85	24.10	56.23	2.03E-03	4.73E-03
10	181.2	14.3	0.26848	0.004027242	0.003	0.002995509	0.045645638	50.7173752	3.96E+01	9.24E+01	50.87	39.75	92.72	2.34E-03	5.46E-03
10	181.3	14.4	0.29677	0.004451498	0.003	0.002995509	0.045645638	50.7173752	3.96E+01	9.24E+01	50.87	39.75	92.72	2.34E-03	5.46E-03
10	181.4	14.5	0.32585	0.004887785	0.0034	0.003394233	0.063566484	70.62942697	5.52E+01	1.29E+02	70.87	55.37	129.17	2.65E-03	6.19E-03
10	181.5	14.6	0.35563	0.005334381	0.0043	0.004290781	0.096352403	107.0582251	8.36E+01	1.95E+02	107.52	84.01	195.97	3.35E-03	7.82E-03
10	181.6	14.7	0.38597	0.005789524	0.0049	0.004888034	0.110612685	122.9029838	9.60E+01	2.24E+02	123.51	96.50	225.10	3.82E-03	8.91E-03
10	181.7	14.8	0.41676	0.006251418	0.0055	0.00548493	0.123663391	137.4037675	1.07E+02	2.50E+02	138.16	107.95	251.81	4.29E-03	1.00E-02
10	181.8	14.9	0.44788	0.006718239	0.0055	0.00548493	0.123663391	137.4037675	1.07E+02	2.50E+02	138.16	107.95	251.81	4.29E-03	1.00E-02
10	181.9	15	0.47921	0.007188145	0.0061	0.00608147	0.13426311	149.1812333	1.17E+02	2.72E+02	150.09	117.27	273.56	4.75E-03	1.11E-02
10	182	15.1	0.51062	0.007659282	0.0075	0.007472015	0.151165365	167.9615166	1.31E+02	3.06E+02	169.22	132.22	308.43	5.84E-03	1.36E-02
10	182.1	15.2	0.54199	0.00812979	0.0082	0.008166563	0.157690718	175.2119085	1.37E+02	3.19E+02	176.65	138.02	321.96	6.38E-03	1.49E-02
10	182.2	15.3	0.57319	0.008597813	0.0088	0.008761506	0.162974662	181.0829575	1.41E+02	3.30E+02	182.68	142.73	332.95	6.85E-03	1.60E-02
10	182.3	15.4	0.60410	0.009061504	0.0095	0.009455159	0.168481423	187.2015808	1.46E+02	3.41E+02	188.98	147.66	344.44	7.39E-03	1.72E-02
10	182.4	15.5	0.63460	0.009519031	0.0102	0.010148331	0.172746775	191.9408614	1.50E+02	3.50E+02	193.90	151.50	353.40	7.93E-03	1.85E-02
10	182.5	15.6	0.66457	0.009968591	0.0108	0.010742097	0.176025367	195.5837412	1.53E+02	3.56E+02	197.70	154.47	360.32	8.39E-03	1.96E-02
20	182.6	15.7	0.69389	0.010408408	0.0113	0.011236632	0.179081142	198.9790466	1.55E+02	3.63E+02	201.23	157.23	366.76	8.78E-03	2.05E-02
20	182.7	15.8	0.72245	0.010836747	0.0119	0.011829752	0.181723114	201.9145711	1.58E+02	3.68E+02	204.32	159.64	372.39	9.24E-03	2.16E-02
20	182.8	15.9	0.75013	0.011251918	0.0124	0.01232375	0.183760297	204.1781081	1.60E+02	3.72E+02	206.71	161.51	376.75	9.63E-03	2.25E-02
20	182.9	16	0.77682	0.011652281	0.0129	0.012817504	0.185574664	206.1940707	1.61E+02	3.76E+02	208.85	163.18	380.66	1.00E-02	2.34E-02
20	183	16.1	0.80242	0.012036257	0.0134	0.013311014	0.187007058	207.7856201	1.62E+02	3.79E+02	210.57	164.52	383.79	1.04E-02	2.43E-02
20	183.1	16.2	0.82682	0.012402331	0.0137	0.013607003	0.18802565	208.9173886	1.63E+02	3.81E+02	211.78	165.47	385.99	1.06E-02	2.48E-02
20	183.2	16.3	0.84994	0.012749057	0.0141	0.01400152	0.189267058	210.2967315	1.64E+02	3.83E+02	213.26	166.63	388.69	1.09E-02	2.55E-02
20	183.3	16.4	0.87167	0.013075068	0.0144	0.014297305	0.189458044	210.5089381	1.64E+02	3.84E+02	213.54	166.85	389.20	1.12E-02	2.61E-02
20	183.4	16.5	0.89194	0.013379076	0.0145	0.01439588	0.189458044	210.5089381	1.64E+02	3.84E+02	213.56	166.86	389.24	1.12E-02	2.62E-02
20	183.5	16.6	0.91066	0.013659883	0.0147	0.014593002	0.189871847	210.968719	1.65E+02	3.85E+02	214.07	167.26	390.17	1.14E-02	2.66E-02
20	183.6	16.7	0.92776	0.013916379	0.0148	0.014691549	0.190062833	211.1809256	1.65E+02	3.85E+02	214.31	167.44	390.60	1.15E-02	2.68E-02
