cycleNo	real_time	time	sim_strain_normal	sim_strain	strain	strain_t	force	stress	Stress_Phase1	Stress_Phase2	stress_t	Stress_Phase1_t	Stress_Phase2_t	Strain_Phase1_t	Strain_Phase2_t
50	516.5	49.6	0.64437	0.009665619	0.011	0.01093994	-0.072320006	-80.35556238	-6.28E+01	-1.46E+02	-81.24	-63.47	-148.07	8.55E-03	1.99E-02
50	516.6	49.7	0.61403	0.009210476	0.0105	0.010445258	-0.088012684	-97.79187059	-7.64E+01	-1.78E+02	-98.82	-77.21	-180.11	8.16E-03	1.90E-02
50	516.7	49.8	0.58324	0.008748582	0.0099	0.009851316	-0.102686769	-114.0964103	-8.91E+01	-2.08E+02	-115.23	-90.03	-210.01	7.70E-03	1.80E-02
50	516.8	49.9	0.55212	0.008281761	0.0087	0.008662373	-0.12751494	-141.6832671	-1.11E+02	-2.58E+02	-142.92	-111.66	-260.48	6.77E-03	1.58E-02
50	516.9	50	0.52079	0.007811855	0.0087	0.008662373	-0.12751494	-141.6832671	-1.11E+02	-2.58E+02	-142.92	-111.66	-260.48	6.77E-03	1.58E-02
50	517	50.1	0.48938	0.007340718	0.0081	0.008067371	-0.137318885	-152.5765388	-1.19E+02	-2.78E+02	-153.81	-120.18	-280.34	6.30E-03	1.47E-02
50	517.1	50.2	0.45801	0.00687021	0.0074	0.007372754	-0.146072407	-162.3026742	-1.27E+02	-2.96E+02	-163.50	-127.75	-298.00	5.76E-03	1.34E-02
50	517.2	50.3	0.42681	0.006402187	0.0067	0.006677655	-0.153616351	-170.6848345	-1.33E+02	-3.11E+02	-171.83	-134.25	-313.18	5.22E-03	1.22E-02
50	517.3	50.4	0.39590	0.005938496	0.0053	0.005286004	-0.165839451	-184.2660563	-1.44E+02	-3.36E+02	-185.24	-144.74	-337.63	4.13E-03	9.63E-03
50	517.4	50.5	0.36540	0.005480969	0.0053	0.005286004	-0.165839451	-184.2660563	-1.44E+02	-3.36E+02	-185.24	-144.74	-337.63	4.13E-03	9.63E-03
50	517.5	50.6	0.33543	0.005031409	0.0047	0.004688989	-0.170518606	-189.4651178	-1.48E+02	-3.45E+02	-190.36	-148.73	-346.95	3.66E-03	8.55E-03
50	517.6	50.7	0.30611	0.004591592	0.0041	0.004091618	-0.174370156	-193.7446174	-1.51E+02	-3.53E+02	-194.54	-152.00	-354.57	3.20E-03	7.46E-03
50	517.7	50.8	0.27755	0.004163253	0.0036	0.003593536	-0.177648747	-197.3874972	-1.54E+02	-3.60E+02	-198.10	-154.78	-361.06	2.81E-03	6.55E-03
50	617.8	50.9	0.24987	0.003748082	0.0026	0.002596626	-0.183760297	-204.1781081	-1.60E+02	-3.72E+02	-204.71	-159.95	-373.11	2.03E-03	4.73E-03
50	617.9	51	0.22318	0.003347719	0.0026	0.002596626	-0.183760297	-204.1781081	-1.60E+02	-3.72E+02	-204.71	-159.95	-373.11	2.03E-03	4.73E-03
50	618	51.1	0.19758	0.002963743	0.0022	0.002197584	-0.185383678	-205.9818641	-1.61E+02	-3.75E+02	-206.44	-161.29	-376.25	1.72E-03	4.01E-03
50	618.1	51.2	0.17318	0.002597669	0.0018	0.001798382	-0.186593255	-207.3258392	-1.62E+02	-3.78E+02	-207.70	-162.28	-378.56	1.41E-03	3.28E-03
50	618.2	51.3	0.15006	0.002250943	0.0015	0.001498876	-0.187834664	-208.705182	-1.63E+02	-3.80E+02	-209.02	-163.31	-380.96	1.17E-03	2.73E-03
50	618.3	51.4	0.12833	0.001924932	0.0009	0.000899595	-0.19028565	-211.4285	-1.65E+02	-3.85E+02	-211.62	-165.34	-385.70	7.03E-04	1.64E-03
50	618.4	51.5	0.10806	0.001620924	0.0009	0.000899595	-0.19028565	-211.4285	-1.65E+02	-3.85E+02	-211.62	-165.34	-385.70	7.03E-04	1.64E-03
50	618.5	51.6	0.08934	0.001340117	0.0007	0.000699755	-0.191304242	-212.5602684	-1.66E+02	-3.87E+02	-212.71	-166.20	-387.69	5.47E-04	1.28E-03
50	618.6	51.7	0.07224	0.001083621	0.0005	0.000499875	-0.191304242	-212.5602684	-1.66E+02	-3.87E+02	-212.67	-166.16	-387.61	3.91E-04	9.11E-04
50	618.7	51.8	0.05683	0.000852448	0.0003	0.000299955	-0.191686213	-212.9846816	-1.66E+02	-3.88E+02	-213.05	-166.46	-388.31	2.34E-04	5.47E-04
50	618.8	51.9	0.04317	0.000647509	0.0001	9.9995E-05	-0.191081425	-212.3126941	-1.66E+02	-3.87E+02	-212.33	-165.90	-387.00	7.81E-05	1.82E-04
50	618.9	52	0.03131	0.000469614	0.0001	9.9995E-05	-0.191081425	-212.3126941	-1.66E+02	-3.87E+02	-212.33	-165.90	-387.00	7.81E-05	1.82E-04
50	619	52.1	0.02130	0.000319464	0.00001	0.00001	-0.19028565	-211.4285	-1.65E+02	-3.85E+02	-211.43	-165.20	-385.35	0.00E+00	0.00E+00
50	619.1	52.2	0.01318	0.000197653	0.00001	0.00001	-0.18964903	-210.7211447	-1.65E+02	-3.84E+02	-210.72	-164.64	-384.06	0.00E+00	0.00E+00
50	619.2	52.3	0.00698	0.000104661	0.00001	0.00001	-0.189458044	-210.5089381	-1.64E+02	-3.84E+02	-210.51	-164.48	-383.68	0.00E+00	0.00E+00
50	619.3	52.4	0.00272	4.08546E-05	0.00001	0.00001	-0.186816072	-207.5734136	-1.62E+02	-3.78E+02	-207.57	-162.18	-378.33	0.00E+00	0.00E+00
50	619.4	52.5	0.00043	6.48637E-06	0.00001	0.00001	-0.186816072	-207.5734136	-1.62E+02	-3.78E+02	-207.57	-162.18	-378.33	0.00E+00	0.00E+00
50	619.5	52.6	0.00011	1.69157E-06	0.00001	0.00001	-0.183760297	-204.1781081	-1.60E+02	-3.72E+02	-204.18	-159.53	-372.14	0.00E+00	0.00E+00
50	619.6	52.7	0.00177	2.64892E-05	0.0001	9.9995E-05	-0.179876917	-199.8632408	-1.56E+02	-3.64E+02	-199.88	-156.17	-364.31	7.81E-05	1.82E-04
50	619.7	52.8	0.00539	8.07813E-05	0.0001	9.9995E-05	-0.174783959	-194.2043983	-1.52E+02	-3.54E+02	-194.22	-151.75	-354.00	7.81E-05	1.82E-04
50	619.8	52.9	0.01096	0.000164354	0.0003	0.000299955	-0.161128464	-179.0316271	-1.40E+02	-3.26E+02	-179.09	-139.92	-326.40	2.34E-04	5.47E-04
50	619.9	53	0.01846	0.000276877	0.0003	0.000299955	-0.161128464	-179.0316271	-1.40E+02	-3.26E+02	-179.09	-139.92	-326.40	2.34E-04	5.47E-04
50	620	53.1	0.02786	0.000417906	0.0004	0.00039992	-0.152597759	-169.553066	-1.32E+02	-3.09E+02	-169.62	-132.53	-309.15	3.12E-04	7.29E-04
50	620.1	53.2	0.03913	0.000586885	0.0005	0.000499875	-0.143207618	-159.1195753	-1.24E+02	-2.90E+02	-159.20	-124.39	-290.16	3.91E-04	9.11E-04
50	620.2	53.3	0.05221	0.000783147	0.0006	0.00059982	-0.132830716	-147.5896839	-1.15E+02	-2.69E+02	-147.68	-115.39	-269.16	4.69E-04	1.09E-03
50	620.3	53.4	0.06706	0.001005917	0.0009	0.000899595	-0.108384516	-120.4272403	-9.41E+01	-2.19E+02	-120.54	-94.18	-219.69	7.03E-04	1.64E-03
50	620.4	53.5	0.08362	0.001254316	0.0009	0.000899595	-0.108384516	-120.4272403	-9.41E+01	-2.19E+02	-120.54	-94.18	-219.69	7.03E-04	1.64E-03
50	620.5	53.6	0.10182	0.001527365	0.0011	0.001099395	-0.095142825	-105.71425	-8.26E+01	-1.93E+02	-105.83	-82.69	-192.89	8.59E-04	2.00E-03
50	620.6	53.7	0.12160	0.001823984	0.0012	0.001199281	-0.080882542	-89.8694912	-7.02E+01	-1.64E+02	-89.98	-70.30	-163.99	9.37E-04	2.19E-03
50	620.7	53.8	0.14287	0.002143004	0.0014	0.001399021	-0.065380851	-72.64538958	-5.68E+01	-1.32E+02	-72.75	-56.84	-132.59	1.09E-03	2.55E-03
50	620.8	53.9	0.16554	0.002483166	0.0016	0.001598721	-0.050515779	-56.12864326	-4.39E+01	-1.02E+02	-56.22	-43.93	-102.46	1.25E-03	2.91E-03
50	620.9	54	0.18954	0.002843127	0.0018	0.001798382	-0.034632116	-38.48012846	-3.01E+01	-7.01E+01	-38.55	-30.12	-70.26	1.41E-03	3.28E-03
50	621	54.1	0.21476	0.003221467	0.0021	0.002097798	-0.017316058	-19.24006423	-1.50E+01	-3.51E+01	-19.28	-15.06	-35.14	1.64E-03	3.82E-03
50	621.1	54.2	0.24111	0.003616692	0.0023	0.002297359	-0.000190986	-0.212206591	-1.66E-01	-3.87E-01	-0.21	-0.17	-0.39	1.79E-03	4.19E-03
50	621.2	54.3	0.26848	0.004027242	0.0026	0.002596626	0.016902255	18.78028328	1.47E+01	3.42E+01	18.83	14.71	34.32	2.03E-03	4.73E-03
50	621.3	54.4	0.29677	0.004451498	0.0029	0.002895803	0.035045918	38.93990941	3.04E+01	7.10E+01	39.05	30.51	71.18	2.26E-03	5.28E-03
50	621.4	54.5	0.32585	0.004887785	0.0033	0.003294567	0.052775779	58.63975459	4.58E+01	1.07E+02	58.83	45.97	107.23	2.57E-03	6.00E-03
50	621.5	54.6	0.35563	0.005334381	0.0037	0.003693172	0.070091837	77.87981882	6.08E+01	1.42E+02	78.17	61.07	142.47	2.89E-03	6.73E-03
50	621.6	54.7	0.38597	0.005789524	0.0042	0.004191205	0.086580289	96.20032116	7.52E+01	1.75E+02	96.60	75.48	176.07	3.27E-03	7.64E-03
50	621.7	54.8	0.41676	0.006251418	0.0047	0.004688989	0.101445361	112.7170675	8.81E+01	2.05E+02	113.25	88.48	206.41	3.66E-03	8.55E-03
50	621.8	54.9	0.44788	0.006718239	0.0053	0.005286004	0.114687052	127.4300578	9.96E+01	2.32E+02	128.11	100.09	233.49	4.13E-03	9.63E-03
50	621.9	55	0.47921	0.007188145	0.0059	0.005882663	0.126114377	140.1270855	1.09E+02	2.55E+02	140.95	110.13	256.90	4.60E-03	1.07E-02
